,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating
1302,,1878.0,8059,1,yes,14.0,3.0
1303,,,11373,3,no,15.0,3.0
1304,,,4267,5,,12.0,3.0
1305,single,2340.0,23213,1,yes,18.0,3.0
1306,,,22174,3,no,19.0,3.0
1307,married,2127.0,9100,1,no,21.0,4.0
1308,married,2033.0,14470,1,no,18.0,3.0
1309,married,9602.0,3010,4,,11.0,3.0
1310,,,11757,1,no,13.0,
1311,divorced,16627.0,2671,4,,14.0,3.0
1312,,,14561,3,no,17.0,3.0
1313,divorced,,20431,0,,12.0,3.0
1314,,2083.0,22653,1,no,20.0,4.0
1315,,,3487,1,no,14.0,3.0
1316,single,1009.0,26999,1,,11.0,3.0
1317,married,,16900,1,no,18.0,3.0
1318,single,,15232,3,no,17.0,3.0
1319,single,7861.0,15397,4,yes,14.0,
1320,single,2642.0,2755,1,no,11.0,3.0
1321,divorced,,4761,2,no,11.0,3.0
1322,married,,20471,6,yes,13.0,3.0
1323,,5121.0,4187,3,no,14.0,3.0
1324,,,3445,1,yes,21.0,4.0
1325,divorced,2694.0,26551,1,no,11.0,3.0
1326,married,,6689,1,,11.0,3.0
1327,,5094.0,11983,6,no,14.0,3.0
1328,single,,20234,5,,24.0,4.0
1329,,2274.0,6153,1,no,14.0,3.0
1330,married,,16571,1,,11.0,3.0
1331,,,24558,4,,19.0,
1332,divorced,2314.0,9148,0,no,12.0,
1333,married,,22789,5,,14.0,3.0
1334,single,,4814,1,yes,13.0,3.0
1335,,,18016,1,,24.0,4.0
1336,divorced,2380.0,13384,9,,14.0,3.0
1337,divorced,,23814,4,no,21.0,4.0
1338,single,,8870,1,no,19.0,
1339,,2008.0,6896,1,no,14.0,3.0
1340,divorced,10552.0,9255,2,,13.0,
1341,married,2259.0,5543,4,,17.0,3.0
1342,married,,3974,6,no,20.0,
1343,married,2413.0,18798,1,yes,18.0,
1344,divorced,,20652,2,no,12.0,3.0
1345,single,2121.0,9947,1,yes,13.0,3.0
1346,single,,13008,1,,19.0,3.0
1347,,,12291,0,,14.0,3.0
1348,single,2479.0,26227,4,no,24.0,4.0
1349,single,13194.0,17071,4,,16.0,3.0
1350,single,,11479,6,yes,20.0,4.0
1351,single,4163.0,8571,1,yes,17.0,3.0
1352,,,13493,1,no,15.0,3.0
1353,,2600.0,18275,1,yes,15.0,3.0
1354,,18303.0,7770,6,no,13.0,3.0
1355,married,2380.0,20165,4,no,18.0,
1356,,4777.0,14382,5,no,15.0,3.0
1357,,,4981,8,yes,12.0,3.0
1358,divorced,,7858,7,,14.0,3.0
1359,married,1052.0,23384,1,no,22.0,4.0
1360,,,5268,5,no,13.0,3.0
1361,single,,17258,1,no,13.0,
1362,married,2461.0,10332,9,,12.0,
1363,divorced,,24223,2,yes,14.0,
1364,divorced,2596.0,7160,1,no,15.0,
1365,single,4728.0,17251,3,yes,14.0,3.0
1366,,,22478,3,no,17.0,3.0
1367,single,7351.0,20619,7,no,16.0,3.0
1368,,,9558,4,,19.0,3.0
1369,single,,13556,1,no,12.0,3.0
1370,,4766.0,9051,3,yes,11.0,3.0
1371,,2258.0,16340,6,no,12.0,3.0
1372,,2827.0,14947,1,,12.0,3.0
1373,married,2853.0,4223,0,yes,11.0,3.0
1374,single,2290.0,4279,2,no,13.0,
1375,,2107.0,20293,6,no,17.0,3.0
1376,,,25440,5,no,12.0,3.0
1377,,2210.0,3372,1,,13.0,3.0
1378,married,13191.0,23281,3,yes,17.0,3.0
1379,married,,12124,2,,13.0,
1380,single,,16620,5,,11.0,3.0
1381,,,4204,1,,11.0,3.0
1382,single,18265.0,8733,6,no,12.0,3.0
1383,,,21643,0,no,17.0,3.0
1384,single,,21221,1,,12.0,3.0
1385,,,16901,1,no,22.0,4.0
1386,single,1118.0,8040,1,yes,14.0,
1387,married,2372.0,5628,6,yes,16.0,3.0
1388,single,2838.0,4257,0,,14.0,3.0
1389,,18061.0,13035,3,,22.0,4.0
1390,married,,6527,8,,14.0,
1391,single,1611.0,19305,1,,15.0,3.0
1392,single,,11882,7,no,14.0,3.0
1393,single,,16154,1,,12.0,
1394,,,22262,1,,12.0,3.0
1395,married,,7679,0,,14.0,3.0
1396,single,,17181,2,yes,23.0,4.0
1397,married,4768.0,9282,7,,12.0,
1398,,1274.0,7152,1,,13.0,3.0
1399,,2404.0,16192,1,no,13.0,
1400,,,16998,2,,11.0,3.0
1401,married,2033.0,7103,1,,13.0,3.0
1402,single,2561.0,5355,7,no,11.0,
1403,,1563.0,12530,1,,14.0,3.0
1404,,6388.0,22049,2,,17.0,3.0
1405,single,8376.0,9150,4,,18.0,
1406,married,4841.0,24052,4,,14.0,
1407,married,,22376,6,no,18.0,3.0
1408,,,21731,1,no,19.0,3.0
1409,,2074.0,26619,1,,12.0,3.0
1410,single,2972.0,22061,1,,13.0,3.0
1411,,,11133,1,,21.0,4.0
1412,single,6815.0,21447,6,no,13.0,3.0
1413,married,,19519,4,yes,16.0,
1414,,,26362,8,no,22.0,4.0
1415,,2690.0,7713,1,no,18.0,3.0
1416,,17567.0,3156,1,,15.0,3.0
1417,single,1569.0,18420,1,yes,12.0,3.0
1418,divorced,4187.0,3356,1,yes,13.0,
1419,,,22589,1,no,11.0,3.0
1420,single,,11591,3,,16.0,3.0
1421,,3306.0,26176,7,,19.0,3.0
1422,single,1393.0,24852,1,no,12.0,3.0
1423,divorced,10883.0,20467,3,no,20.0,4.0
1424,married,,11585,1,no,11.0,
1425,,,5041,2,yes,16.0,3.0
1426,married,2862.0,3811,1,no,12.0,3.0
1427,,,3536,7,no,11.0,3.0
1428,single,6735.0,12147,6,,15.0,3.0
1429,married,9756.0,6595,4,,21.0,4.0
1430,married,,5586,0,yes,14.0,3.0
1431,,,10092,2,yes,20.0,4.0
1432,married,,19002,2,,13.0,3.0
1433,divorced,,10007,1,,13.0,3.0
1434,married,5294.0,9128,3,no,16.0,3.0
1435,married,,24539,3,,16.0,3.0
1436,,2437.0,15587,9,yes,16.0,3.0
1437,married,,19805,8,no,12.0,3.0
1438,single,,4567,1,,13.0,3.0
1439,,,15999,1,yes,17.0,3.0
1440,divorced,4071.0,12832,2,no,13.0,3.0
1441,married,,5696,5,no,18.0,
1442,single,,8018,1,,16.0,3.0
1443,married,2956.0,21495,0,no,17.0,3.0
1444,,,19573,4,yes,22.0,4.0
1445,,4648.0,26075,8,,13.0,3.0
1446,divorced,,21143,8,no,17.0,
1447,,,13624,4,no,13.0,
1448,married,2804.0,15434,1,no,11.0,3.0
1449,,2439.0,14753,1,yes,24.0,
1450,,2856.0,3692,1,no,19.0,3.0
1451,,,16019,1,,13.0,3.0
1452,single,,26092,1,,23.0,4.0
1453,,2933.0,14908,1,yes,13.0,3.0
1454,,,9364,2,,15.0,3.0
1455,single,1091.0,10642,1,no,17.0,3.0
1456,,,23352,3,yes,11.0,3.0
1457,married,,20328,4,,16.0,3.0
1458,married,5151.0,12315,1,no,25.0,4.0
1459,,,11761,4,yes,13.0,3.0
1460,divorced,,2900,3,,12.0,
1461,married,2863.0,19555,1,no,12.0,3.0
1462,single,2858.0,11473,4,,14.0,3.0
1463,,,10138,8,no,24.0,4.0
1464,,1129.0,17536,1,,11.0,3.0
1465,,,19655,4,no,14.0,3.0
1466,married,,4060,8,no,19.0,3.0
1467,,19431.0,15302,2,,13.0,3.0
1468,married,,26956,1,no,19.0,3.0
1469,single,,16642,1,yes,16.0,3.0
1470,,2308.0,4944,0,yes,25.0,4.0
1471,single,2144.0,2122,1,no,14.0,3.0
1472,married,5373.0,6225,0,no,12.0,3.0
1473,married,,3465,1,,12.0,3.0
1474,divorced,,9647,0,,12.0,3.0
1475,married,,6599,1,,14.0,3.0
1476,single,19045.0,18938,0,,14.0,3.0
1477,,16015.0,15896,1,,19.0,3.0
1478,,9613.0,10942,0,no,17.0,
1479,,11510.0,15682,0,,14.0,3.0
1480,,,4345,1,no,11.0,3.0
1481,married,4306.0,4156,1,no,12.0,3.0
1482,married,17046.0,9314,0,no,15.0,3.0
1483,,,21437,0,,19.0,3.0
1484,married,2042.0,15346,6,,14.0,3.0
1485,,2821.0,2997,3,no,16.0,3.0
1486,,,21445,9,no,17.0,3.0
1487,single,2070.0,25326,1,yes,11.0,3.0
1488,married,2791.0,21981,0,no,12.0,
1489,divorced,,18500,1,,11.0,3.0
1490,single,,15834,2,no,11.0,3.0
1491,single,8224.0,18385,0,,17.0,3.0
1492,,2610.0,6233,1,no,12.0,3.0
1493,,5731.0,17171,7,no,13.0,3.0
1494,married,2539.0,7950,1,no,13.0,
1495,married,2376.0,26537,1,,13.0,3.0
1496,divorced,,18575,4,no,13.0,3.0
1497,,,20100,4,yes,19.0,3.0
1498,,3539.0,5033,0,no,13.0,3.0
1499,,5468.0,13402,1,,14.0,3.0
1500,,5813.0,13492,1,,18.0,3.0
1501,divorced,,24442,2,no,14.0,3.0
1502,single,9667.0,2739,9,no,14.0,3.0
1503,married,,10842,4,no,22.0,4.0
1504,married,5154.0,19665,4,,22.0,4.0
1505,married,5675.0,19246,1,,20.0,4.0
1506,,7314.0,14011,5,,21.0,4.0
1507,,,18991,2,,11.0,3.0
1508,single,,26997,0,no,14.0,3.0
1509,married,,14842,9,no,13.0,3.0
1510,married,,7102,0,no,18.0,3.0
1511,married,,19255,1,,12.0,3.0
1512,married,,10077,0,,12.0,3.0
1513,,6410.0,17822,3,no,12.0,3.0
1514,,,7747,0,,18.0,3.0
1515,,4941.0,17747,2,no,15.0,
1516,married,,24737,5,yes,13.0,3.0
1517,married,,16375,4,,11.0,3.0
1518,,3983.0,7621,0,no,17.0,3.0
1519,,6347.0,23177,7,no,16.0,3.0
1520,,2904.0,16092,1,,12.0,3.0
1521,divorced,2696.0,24017,0,yes,11.0,3.0
1522,,,6069,7,,12.0,3.0
1523,single,2174.0,9150,1,,11.0,3.0
1524,,6755.0,2967,2,no,11.0,3.0
1525,single,,2851,1,,24.0,4.0
1526,,2657.0,7551,0,,16.0,3.0
1527,,,18168,9,no,16.0,
1528,,,17881,1,no,11.0,3.0
1529,single,10965.0,12066,8,no,24.0,4.0
1530,married,2543.0,11868,4,no,13.0,3.0
1531,,5304.0,4652,8,yes,13.0,3.0
1532,divorced,,5915,1,yes,12.0,3.0
1533,,,20490,3,no,16.0,3.0
1534,married,19406.0,8509,4,,11.0,3.0
1535,married,6538.0,12740,9,no,15.0,3.0
1536,,2258.0,15238,7,,20.0,4.0
1537,,,2227,4,yes,14.0,3.0
1538,married,2218.0,16193,1,no,12.0,3.0
1539,married,,9396,5,no,13.0,3.0
1540,married,2654.0,9655,3,no,21.0,
1541,married,,7501,0,yes,14.0,3.0
1542,married,,10268,1,,12.0,3.0
1543,divorced,,19100,7,,18.0,
1544,single,,20260,1,,18.0,3.0
1545,married,,15972,3,,19.0,
1546,single,5828.0,8450,1,,12.0,3.0
1547,,,12241,4,,11.0,3.0
1548,,2455.0,10675,0,no,19.0,3.0
1549,,,7143,4,,12.0,3.0
1550,single,5055.0,10557,7,,16.0,3.0
1551,,4682.0,4317,3,no,14.0,3.0
1552,divorced,5257.0,6227,1,no,11.0,
1553,,2119.0,4759,1,,11.0,3.0
1554,,,3415,1,no,18.0,3.0
1555,divorced,,11866,1,yes,14.0,3.0
1556,divorced,5974.0,17001,4,,13.0,3.0
1557,,,20156,1,,17.0,3.0
1558,married,,22495,3,yes,13.0,3.0
1559,,,9558,1,no,18.0,3.0
1560,,,14862,4,no,11.0,3.0
1561,,3034.0,26914,1,no,12.0,3.0
1562,married,13212.0,18256,9,no,11.0,3.0
1563,married,8392.0,19566,1,,16.0,3.0
1564,,,26314,2,no,14.0,3.0
1565,single,,7181,0,,14.0,3.0
1566,,,14295,4,yes,12.0,3.0
1567,married,4051.0,19658,2,no,14.0,3.0
1568,,4805.0,16177,0,no,19.0,3.0
1569,,2741.0,22808,0,yes,11.0,3.0
1570,single,,2112,2,yes,17.0,3.0
1571,single,5337.0,19921,1,,12.0,3.0
1572,divorced,,6219,4,no,22.0,4.0
1573,divorced,,19627,3,,13.0,3.0
1574,single,,7507,7,,20.0,4.0
1575,married,9434.0,9606,1,no,15.0,
1576,,,6729,2,,15.0,
1577,,,7791,0,no,20.0,
1578,divorced,,18959,1,,18.0,3.0
1579,,,17654,1,,14.0,3.0
1580,single,,20978,1,no,11.0,3.0
1581,,5396.0,21703,1,,12.0,3.0
1582,,,19383,0,,13.0,3.0
1583,married,,6009,1,,11.0,3.0
1584,single,11159.0,19373,3,,15.0,3.0
1585,single,4960.0,11825,2,,12.0,3.0
1586,,8793.0,4809,1,no,21.0,4.0
1587,,19189.0,19562,1,no,12.0,
1588,,2216.0,3872,7,yes,13.0,3.0
1589,married,11713.0,20335,9,,14.0,3.0
1590,divorced,5304.0,25275,7,no,23.0,
1591,married,11103.0,20420,7,no,11.0,3.0
1592,single,6632.0,12388,0,no,13.0,3.0
1593,single,7587.0,14229,1,,15.0,3.0
1594,married,4335.0,25549,4,no,12.0,3.0
1595,single,5980.0,26085,6,,12.0,3.0
1596,,4244.0,9931,1,no,24.0,4.0
1597,,,16225,1,no,13.0,3.0
1598,,5228.0,23361,0,,15.0,3.0
1599,married,2700.0,23779,1,,24.0,4.0
1600,single,,21519,4,,16.0,3.0
1601,,,3698,1,,20.0,4.0
1602,married,2366.0,20898,1,,14.0,3.0
1603,,,7508,1,yes,13.0,3.0
1604,divorced,,17725,4,yes,13.0,3.0
1605,,2329.0,11737,3,,15.0,
1606,,4294.0,11148,1,,12.0,3.0
1607,,,17369,0,,11.0,3.0
1608,married,6725.0,13554,1,,12.0,3.0
1609,married,10325.0,5518,1,,11.0,
1610,,4447.0,23163,1,,12.0,3.0
1611,single,,2560,0,no,18.0,3.0
1612,divorced,,25952,4,no,13.0,
1613,,10845.0,24208,6,,13.0,3.0
