,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField
1218,39,No,,766.0,,20,3,life sciences
1219,26,Yes,travel_rarely,920.0, human resources ,20,2,
1220,54,No,travel_rarely,431.0,,7,4,medical
1221,36,No,travel_frequently,1213.0,,2,1,
1222,32,Yes,travel_frequently,238.0, research & development ,5,2,
1223,32,No,,1146.0,,15,4,
1224,28,Yes,,1404.0, research & development ,17,3,
1225,33,No,,1313.0,,1,2,medical
1226,37,Yes,travel_rarely,1373.0,,2,2,
1227,59,No,travel_rarely,1324.0,,3,3,medical
1228,30,No,travel_rarely,1358.0,,24,1,life sciences
1229,22,No,,1123.0,,16,2,
1230,21,No,travel_rarely,391.0,,15,2,
1231,30,No,travel_rarely,125.0,,9,2,medical
1232,39,Yes,travel_rarely,895.0,,18,3,technical degree
1233,24,Yes,travel_rarely,813.0,,1,3,
1234,35,No,,, research & development ,4,2,other
1235,27,No,,1240.0,,2,4,life sciences
1236,26,Yes,,1357.0,,25,3,life sciences
1237,37,No,,, research & development ,24,2,life sciences
1238,35,No,,1229.0,,46,1,
1239,48,Yes,,626.0,,1,2,
1240,35,No,non-travel,1097.0,,11,2,medical
1241,55,No,travel_rarely,836.0,,8,3,
1242,45,No,,1339.0,,7,3,life sciences
1243,36,Yes,,318.0,,9,3,medical
1244,36,No,travel_rarely,132.0, research & development ,6,3,life sciences
1245,45,No,travel_rarely,193.0, research & development ,6,4,other
1246,55,No,,111.0,,1,2,
1247,23,No,,541.0,,2,1,technical degree
1248,32,No,travel_rarely,827.0,,1,1,life sciences
1249,20,Yes,,871.0, research & development ,6,3,life sciences
1250,37,No,,1040.0,,2,2,life sciences
1251,22,No,,, research & development ,15,3,
1252,34,No,,1031.0,,24,4,life sciences
1253,36,No,,922.0,,3,2,life sciences
1254,19,Yes,travel_rarely,528.0, sales ,22,1,marketing
1255,41,No,,,,9,4,life sciences
1256,19,No,,,,18,1,
1257,51,No,,1169.0,,7,4,
1258,58,No,,1145.0,,9,3,
1259,19,Yes,travel_frequently,602.0,,1,1,
1260,19,Yes,travel_rarely,303.0,,2,3,life sciences
1261,35,Yes,travel_rarely,556.0,,23,2,
1262,38,No,travel_rarely,1261.0,,38,4,
1263,38,Yes,,1180.0,,29,1,medical
1264,41,No,,896.0, sales ,6,3,life sciences
1265,59,No,travel_rarely,142.0,,3,3,life sciences
1266,50,No,travel_rarely,854.0,,1,4,medical
1267,41,No,travel_rarely,1411.0, research & development ,19,2,life sciences
1268,45,No,,252.0,,1,3,
1269,37,Yes,,504.0,,10,3,medical
1270,51,No,,833.0,,38,3,
1271,28,Yes,travel_rarely,529.0,,2,4,life sciences
1272,29,No,travel_rarely,1210.0,,2,3,medical
1273,31,No,travel_rarely,1463.0, research & development ,23,3,medical
1274,38,No,travel_rarely,322.0,,7,2,medical
1275,44,Yes,travel_frequently,920.0,,12,3,life sciences
1276,36,No,,506.0,,3,3,technical degree
1277,18,Yes,,, research & development ,3,3,
1278,36,No,,566.0,,18,4,life sciences
1279,18,No,,812.0,,10,3,
1280,39,Yes,travel_rarely,1162.0,,3,2,
1281,43,No,travel_rarely,1001.0, research & development ,15,3,
1282,47,No,travel_frequently,1309.0,,4,1,medical
1283,42,No,travel_rarely,810.0,,23,5,
1284,32,No,,1062.0,,2,3,
1285,48,No,travel_rarely,530.0,,29,1,medical
1286,42,No,travel_rarely,1332.0, research & development ,2,4,
1287,36,No,non-travel,845.0,,1,5,medical
1288,33,Yes,travel_rarely,350.0,,5,3,marketing
1289,46,No,,1144.0, research & development ,7,4,medical
1290,21,Yes,travel_rarely,156.0, sales ,12,3,life sciences
1291,30,No,,202.0,,2,1,technical degree
1292,30,Yes,travel_frequently,464.0,,4,3,
1293,32,No,travel_rarely,1305.0,,10,4,
1294,40,No,travel_rarely,555.0,,2,3,
1295,28,No,travel_rarely,1300.0,,17,2,
1296,38,No,travel_frequently,1490.0,,2,2,
1297,19,Yes,,489.0,,2,2,technical degree
1298,57,No,travel_rarely,210.0,,29,3,
1299,47,No,travel_rarely,983.0,,2,2,medical
1300,54,No,travel_rarely,548.0,,8,4,life sciences
1301,31,Yes,travel_frequently,534.0,,42,3,
1302,18,Yes,travel_frequently,1306.0,,5,3,marketing
1303,40,No,,1094.0,,28,3,other
1304,26,No,,775.0,,29,2,
1305,26,Yes,travel_rarely,471.0, research & development ,24,3,
1306,38,No,,1495.0,,10,3,
1307,24,No,,823.0,,17,2,other
1308,30,Yes,travel_frequently,448.0,,12,4,
1309,37,No,travel_rarely,558.0,,2,3,marketing
1310,20,No,travel_rarely,959.0, research & development ,1,3,life sciences
1311,43,No,,782.0,,14,4,other
1312,38,No,,362.0,,27,1,life sciences
1313,33,No,,1216.0, sales ,8,4,marketing
1314,30,No,,160.0,,3,3,
1315,29,No,,, sales ,44,2,medical
1316,20,Yes,,1362.0,,10,1,medical
1317,35,No,non-travel,727.0,,20,3,
1318,37,No,,1225.0,,10,2,life sciences
1319,38,No,,168.0,,1,3,
1320,29,No,,1396.0,,10,3,
1321,35,No,,1225.0,,2,4,
1322,38,No,travel_rarely,268.0,,2,5,medical
1323,34,No,travel_rarely,167.0,,8,5,life sciences
1324,23,Yes,,1243.0,,6,3,life sciences
1325,24,No,,1092.0,,9,3,life sciences
1326,29,Yes,travel_rarely,805.0,,1,2,life sciences
1327,40,No,travel_frequently,720.0,,16,4,medical
1328,30,No,travel_rarely,, research & development ,2,3,
1329,45,No,,252.0,,2,3,
1330,27,No,,443.0,,3,3,medical
1331,37,No,,342.0,,16,4,marketing
1332,32,No,,300.0,,1,3,life sciences
1333,53,No,travel_rarely,868.0,,8,3,marketing
1334,37,No,,1252.0,,19,2,
1335,32,Yes,travel_rarely,374.0,,25,4,
1336,58,Yes,travel_frequently,781.0,,2,1,
1337,43,No,travel_rarely,177.0,,8,3,
1338,21,Yes,travel_rarely,1427.0, research & development ,18,1,other
1339,34,No,,546.0,,48,3,life sciences
1340,58,No,,1272.0,,5,3,
1341,48,No,,,,20,4,medical
1342,32,No,non-travel,1184.0,,1,3,life sciences
1343,25,Yes,,867.0,,19,2,marketing
1344,40,No,,658.0, sales ,10,4,marketing
1345,19,Yes,,419.0,,21,3,other
1346,20,Yes,travel_rarely,129.0, research & development ,4,3,technical degree
1347,33,No,travel_rarely,1069.0,,1,3,
1348,58,Yes,travel_rarely,289.0,,2,3,
1349,40,Yes,non-travel,1479.0,,24,3,
1350,29,Yes,travel_rarely,906.0,,10,3,
1351,47,No,travel_rarely,955.0,,18,2,life sciences
1352,18,No,,287.0,,5,2,
1353,20,Yes,,1097.0,,16,3,medical
1354,42,No,,265.0,,5,2,
1355,50,No,travel_rarely,804.0, research & development ,9,3,
1356,37,Yes,travel_rarely,1141.0,,11,2,medical
1357,38,No,,,,3,4,life sciences
1358,36,Yes,,660.0,,15,3,
1359,28,No,travel_rarely,1144.0, sales ,10,1,medical
1360,43,No,,415.0,,25,3,
1361,21,Yes,travel_rarely,1334.0, research & development ,10,3,
1362,51,Yes,travel_rarely,1323.0,,4,4,
1363,37,No,,309.0, sales ,10,4,
1364,28,Yes,,1009.0, research & development ,1,3,medical
1365,50,Yes,,,,1,4,
1366,34,No,,697.0,,3,4,
1367,38,No,travel_rarely,130.0,,2,2,marketing
1368,42,No,,188.0,,29,3,
1369,18,Yes,,247.0,,8,1,
1370,41,No,,167.0,,12,4,
1371,35,No,travel_rarely,982.0, research & development ,1,4,medical
1372,32,No,,862.0, sales ,2,1,
1373,22,Yes,,1256.0,,3,4,life sciences
1374,44,No,non-travel,111.0,,26,3,
1375,41,Yes,non-travel,906.0,,5,2,life sciences
1376,40,No,travel_frequently,1184.0,,2,4,
1377,24,Yes,,984.0,,17,2,life sciences
1378,42,No,travel_frequently,458.0,,26,5,medical
1379,49,No,,1098.0, research & development ,4,2,medical
1380,48,No,travel_rarely,969.0,,2,2,technical degree
1381,29,No,travel_rarely,1329.0, research & development ,7,3,
1382,48,No,,715.0, research & development ,1,3,life sciences
1383,34,No,,1320.0,,20,3,technical degree
1384,19,No,,265.0,,25,3,life sciences
1385,23,No,,373.0,,1,2,
1386,25,Yes,travel_frequently,599.0,,32,1,
1387,42,No,,603.0,,34,4,medical
1388,51,No,travel_frequently,968.0,,6,2,medical
1389,45,No,travel_frequently,364.0,,25,3,medical
1390,27,No,,1291.0,,11,3,medical
1391,18,No,non-travel,1124.0,,1,3,
1392,31,Yes,travel_frequently,703.0,,2,3,
1393,31,Yes,travel_frequently,,,1,4,life sciences
1394,31,Yes,travel_rarely,202.0,,8,3,life sciences
1395,27,No,travel_rarely,1377.0,,11,1,life sciences
1396,39,Yes,,592.0,,2,3,
1397,44,No,travel_frequently,383.0,,1,5,marketing
1398,30,No,,990.0, research & development ,25,3,
1399,35,No,travel_rarely,660.0,,26,1,life sciences
1400,24,Yes,travel_frequently,381.0,,9,3,
1401,24,No,,830.0,,13,2,
1402,28,Yes,,289.0,,2,2,medical
1403,28,No,travel_rarely,1423.0,,1,3,life sciences
1404,33,No,,516.0,,8,5,
1405,39,No,travel_rarely,1089.0,,6,3,
1406,42,No,,1210.0,,2,3,medical
1407,29,No,travel_rarely,598.0,,9,3,
1408,35,No,travel_rarely,992.0,,1,3,
1409,35,Yes,travel_rarely,104.0,,14,3,
1410,34,No,,479.0,,13,4,medical
1411,26,No,travel_rarely,474.0,,3,3,
1412,36,No,travel_rarely,884.0,,1,4,life sciences
1413,50,No,,264.0,,24,3,marketing
1414,42,No,travel_rarely,1059.0,,9,2,
1415,35,No,,1349.0,,7,2,life sciences
1416,46,No,travel_rarely,563.0,,1,4,life sciences
1417,18,Yes,travel_frequently,544.0, sales ,3,2,medical
1418,29,No,,991.0,,5,3,
1419,31,No,,1112.0,,5,4,life sciences
1420,41,No,travel_rarely,1206.0,,23,2,
1421,38,No,travel_rarely,1495.0,,4,2,
1422,32,Yes,travel_rarely,1259.0,,2,4,life sciences
1423,60,No,,,,1,4,
1424,24,Yes,,240.0,,22,1,
1425,40,No,travel_rarely,369.0,,8,2,life sciences
1426,30,No,travel_rarely,793.0,,21,1,
1427,47,No,non-travel,543.0,,2,4,marketing
1428,32,Yes,travel_rarely,964.0, sales ,1,2,
1429,45,No,travel_rarely,176.0,,41,3,life sciences
1430,34,No,,181.0,,2,4,
1431,33,Yes,,211.0,,16,3,
1432,31,Yes,travel_rarely,1079.0,,16,4,
1433,29,No,travel_rarely,590.0,,4,3,technical degree
1434,30,No,,305.0,,16,3,
1435,38,No,travel_rarely,833.0,,18,3,medical
1436,43,Yes,,807.0,,17,3,technical degree
1437,55,No,travel_rarely,478.0,,44,3,
1438,21,Yes,,337.0,,7,1,marketing
1439,22,Yes,travel_rarely,1294.0,,45,1,medical
1440,37,No,travel_rarely,1239.0,,8,2,other
1441,42,No,travel_rarely,1128.0,,13,3,
1442,18,No,,1431.0,,14,3,
1443,31,Yes,travel_rarely,359.0,,18,5,human resources
1444,36,No,travel_rarely,430.0,,2,4,
1445,32,No,travel_frequently,1318.0,,10,4,marketing
1446,29,No,,726.0,,29,1,life sciences
1447,42,No,travel_rarely,1142.0,,8,3,
1448,29,No,travel_rarely,352.0,,6,1,
1449,29,Yes,,,,24,2,
1450,28,No,travel_rarely,1172.0, sales ,3,3,medical
1451,30,Yes,,945.0,,9,3,
1452,22,Yes,travel_rarely,391.0, research & development ,7,1,life sciences
1453,26,No,,482.0,,1,2,life sciences
1454,44,No,travel_rarely,170.0,,1,4,
1455,29,Yes,travel_frequently,746.0, sales ,24,3,technical degree
1456,28,Yes,travel_rarely,1475.0,,13,2,marketing
1457,56,No,travel_rarely,1443.0,,11,5,
1458,39,No,travel_rarely,867.0,,9,2,
1459,58,No,,605.0,,21,3,
1460,42,No,travel_rarely,419.0, sales ,12,4,marketing
1461,27,Yes,,1337.0,,22,3,
1462,38,No,travel_rarely,1404.0,,1,3,
1463,32,No,,1373.0,,5,4,life sciences
1464,31,No,,1276.0,,2,1,medical
1465,25,No,travel_rarely,309.0,,2,3,
1466,40,No,,543.0, research & development ,44,4,
1467,39,No,non-travel,105.0,,9,3,
1468,23,Yes,,638.0,,9,3,
1469,35,No,travel_rarely,1146.0,,26,4,life sciences
1470,34,No,travel_rarely,1440.0,,7,2,technical degree
1471,28,No,non-travel,1103.0,,16,3,medical
1472,29,No,,136.0,,1,3,life sciences
1473,58,Yes,travel_rarely,147.0,,23,4,medical
1474,38,No,,119.0,,3,3,life sciences
1475,29,No,travel_frequently,1413.0,,1,1,
1476,55,No,travel_rarely,452.0,,1,3,medical
1477,41,No,,334.0,,2,4,
1478,39,No,travel_rarely,1132.0, research & development ,1,3,
1479,38,No,,,,15,2,life sciences
1480,43,No,,982.0,,12,3,
1481,31,No,,480.0,,7,2,
1482,50,No,travel_rarely,1099.0, research & development ,29,4,life sciences
1483,33,No,non-travel,1038.0, sales ,8,1,life sciences
1484,26,Yes,,342.0,,2,3,life sciences
1485,38,No,travel_frequently,1186.0,,3,4,
1486,46,No,,430.0,,1,4,medical
1487,21,No,,984.0,,25,1,
1488,31,No,travel_frequently,793.0,,20,3,
1489,35,No,,1182.0,,11,2,marketing
1490,34,No,,1003.0,,2,2,
1491,33,Yes,,603.0,,9,4,
1492,31,Yes,,874.0, research & development ,15,3,medical
1493,37,No,travel_rarely,367.0,,25,2,
1494,27,No,travel_rarely,199.0,,6,3,
1495,35,No,travel_frequently,,,4,4,other
1496,56,No,,718.0,,4,4,
1497,45,No,,1457.0, research & development ,7,3,medical
1498,43,No,travel_rarely,244.0,,2,3,life sciences
1499,31,No,travel_rarely,196.0,,29,4,marketing
1500,35,Yes,,303.0,,27,3,
1501,35,No,non-travel,1180.0, research & development ,2,2,medical
1502,30,No,,1092.0,,47,3,medical
1503,46,Yes,travel_rarely,261.0,,21,2,medical
1504,45,No,non-travel,589.0,,48,4,
1505,43,No,travel_frequently,1422.0,,2,4,life sciences
1506,46,Yes,,,,10,3,life sciences
1507,40,No,travel_rarely,1137.0, research & development ,1,4,
1508,27,No,travel_rarely,511.0, sales ,2,2,
1509,42,No,,1396.0,,6,3,medical
1510,26,No,travel_frequently,1096.0,,6,3,other
1511,28,No,travel_frequently,,,1,2,life sciences
1512,31,No,travel_rarely,691.0, research & development ,5,4,
1513,31,No,travel_rarely,106.0,,2,3,human resources
1514,31,No,,, research & development ,2,4,
1515,52,Yes,,723.0,,8,4,medical
1516,28,Yes,,1157.0,,2,4,medical
1517,47,No,travel_rarely,1482.0,,5,5,
1518,29,No,,738.0,,9,5,other
1519,37,No,,1192.0,,5,2,medical
1520,23,No,,1309.0,,22,1,
1521,42,No,travel_rarely,544.0, human resources ,2,1,
1522,30,No,,641.0, sales ,28,2,
1523,21,Yes,,756.0,,1,1,
1524,57,No,travel_rarely,593.0,,1,4,medical
1525,21,No,,895.0,,9,2,
1526,31,No,travel_rarely,408.0,,9,4,life sciences
1527,29,No,,1283.0, research & development ,23,3,
1528,27,No,travel_rarely,1469.0,,1,2,
1529,49,No,travel_rarely,1261.0,,7,3,other
1530,36,No,travel_rarely,329.0,,2,3,
1531,34,Yes,non-travel,1362.0,,37,3,marketing
1532,24,No,,1371.0,,32,4,marketing
1533,42,No,,201.0,,1,4,
1534,54,No,,821.0,,5,2,medical
1535,34,No,,1381.0,,4,4,
1536,43,No,,313.0,,21,3,
1537,43,No,travel_rarely,1473.0,,8,4,other
1538,31,No,travel_rarely,329.0,,1,2,
1539,25,Yes,travel_rarely,688.0,,3,3,medical
1540,45,No,,192.0,,10,2,life sciences
1541,45,No,travel_rarely,1385.0,,33,2,medical
1542,47,Yes,non-travel,666.0,,29,4,life sciences
1543,35,No,,1315.0,,38,3,life sciences
1544,29,No,travel_frequently,442.0,,2,2,
1545,55,No,travel_rarely,147.0, research & development ,17,2,technical degree
1546,26,Yes,travel_rarely,950.0,,4,4,
1547,31,No,travel_rarely,218.0,,7,3,technical degree
1548,43,No,travel_frequently,,,10,4,life sciences
1549,31,No,travel_rarely,691.0,,7,3,marketing
1550,32,No,,1018.0,,2,4,medical
1551,33,No,,,,10,3,
1552,43,No,travel_frequently,559.0, research & development ,30,4,life sciences
1553,29,Yes,travel_rarely,318.0,,8,4,
1554,27,No,,1130.0, sales ,12,4,
1555,29,No,travel_rarely,144.0,,10,1,
1556,37,No,,1319.0,,6,3,medical
1557,26,No,travel_rarely,933.0,,1,3,
1558,40,No,travel_rarely,1171.0,,10,4,life sciences
1559,41,Yes,,143.0,,4,3,
1560,51,No,travel_rarely,1178.0,,31,2,
1561,37,No,,1107.0,,14,3,
1562,56,No,,906.0,,6,3,life sciences
1563,41,No,travel_rarely,645.0, sales ,1,3,marketing
1564,46,No,,1485.0,,18,3,medical
1565,30,No,non-travel,1116.0,,2,3,
1566,35,No,travel_rarely,1276.0,,16,3,life sciences
1567,48,No,travel_rarely,163.0,,2,5,
1568,45,No,travel_rarely,561.0,,2,3,other
1569,26,Yes,travel_frequently,426.0,,17,4,life sciences
1570,41,No,,509.0,,2,4,other
1571,34,No,,258.0,,21,4,
1572,31,No,travel_rarely,525.0,,29,4,medical
1573,43,No,travel_frequently,,,9,5,
1574,53,No,,238.0, sales ,1,1,
1575,37,No,travel_rarely,482.0,,3,3,other
1576,54,No,,397.0,,24,4,
1577,38,No,travel_rarely,243.0, sales ,7,4,marketing
1578,29,No,,806.0, research & development ,1,4,life sciences
1579,34,No,,1442.0,,9,3,medical
1580,39,No,,408.0,,2,4,technical degree
1581,32,No,,929.0,,10,3,marketing
1582,38,No,travel_rarely,827.0,,1,4,life sciences
1583,27,No,travel_rarely,,,1,2,life sciences
1584,32,No,travel_rarely,1018.0,,3,2,life sciences
1585,47,No,,703.0,,14,4,marketing
1586,27,No,travel_frequently,294.0,,10,2,
1587,41,No,,314.0,,1,3,
1588,28,Yes,,654.0, research & development ,1,2,
1589,36,No,,427.0, research & development ,8,3,
1590,30,No,,501.0,,35,5,marketing
1591,56,No,travel_rarely,,,9,3,
1592,45,No,travel_rarely,954.0,,2,2,
1593,36,No,non-travel,1434.0,,8,4,
1594,29,No,,657.0,,27,3,medical
1595,38,No,,240.0,,2,4,life sciences
1596,40,No,,791.0,,2,2,medical
1597,42,No,travel_frequently,570.0,,8,3,
1598,36,No,travel_rarely,676.0,,1,3,other
1599,29,No,travel_rarely,,,23,2,
1600,55,Yes,,436.0,,2,1,medical
1601,28,No,,760.0, sales ,43,4,
1602,26,Yes,,,,5,2,medical
1603,44,No,,661.0,,9,2,
1604,41,Yes,,1085.0, research & development ,2,4,life sciences
1605,31,No,travel_rarely,154.0,,7,4,
1606,26,No,travel_frequently,1283.0, sales ,1,3,medical
1607,31,No,,616.0,,12,3,medical
1608,32,No,,498.0,,3,4,medical
1609,36,Yes,travel_rarely,530.0,,3,1,life sciences
1610,45,No,non-travel,805.0,,4,2,
1611,39,No,travel_rarely,903.0,,13,5,
1612,36,No,non-travel,1229.0,,8,4,technical degree
1613,46,No,,566.0,,7,2,medical
