,age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeecount,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,over18,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,sameasmonthlyincome,datebirth,salary,roledepartament,numberchildren,remotework
759,24,no,,"567,0$", research & development ,2,1,technical degree,1,"1646,0",1,1,32,3,1, research scientist ,4,,"3760,0",17218,1,,,13,"3,0",3,,0,"6,0",2,"3,0",6,,1,3,"3760,0",1999,1000000000$, research scientist  -  research & development ,,0
760,36,no,,"311,0$",,7,3,,1,"1659,0",1,0,77,3,1, laboratory technician ,2,,"2013,0",10950,2,,,11,"3,0",3,,0,,4,"3,0",4,,1,3,"2013,0",1987,1000000000$,,,yes
761,38,no,travel_frequently,"148,0$",,2,3,,1,,4,1,42,2,1, laboratory technician ,2,,,23826,1,,,22,"4,0",2,,0,"4,0",3,"3,0",4,,3,3,,1985,1000000000$,,,false
762,53,no,travel_rarely,"1395,0$",,24,4,medical,1,"1689,0",2,0,48,4,3, healthcare representative ,4,married,,3458,3,y,no,15,"3,0",3,,0,"11,0",2,"3,0",4,,1,2,,1970,1000000000$,,,false
763,37,no,travel_frequently,"1278,0$",,1,4,,1,"1700,0",3,0,31,1,2, sales executive ,4,,,7677,1,y,,14,"3,0",3,,2,"6,0",2,"2,0",6,,1,3,,1986,1000000000$,,,1
764,24,no,,"581,0$", research & development ,-12,3,medical,1,,3,0,62,4,1, research scientist ,3,married,,17616,1,,no,16,"3,0",4,,1,"5,0",1,"3,0",5,,0,4,,1999,1000000000$, research scientist  -  research & development ,,yes
765,29,no,travel_rarely,"1082,0$",,9,4,medical,1,,4,1,43,3,1, laboratory technician ,3,,"2974,0",25412,9,y,no,17,"3,0",3,,1,,2,"3,0",5,,1,2,"2974,0",1994,1000000000$,,,false
766,32,no,travel_rarely,"371,0$",,19,3,,1,"1739,0",4,0,80,1,3, sales executive ,3,married,,3840,3,y,no,13,"3,0",3,,1,,2,"1,0",4,,0,2,,1991,1000000000$,,,false
767,42,no,travel_rarely,"855,0$",,12,3,medical,1,"1768,0",2,0,57,3,1, laboratory technician ,2,divorced,"2766,0",8952,8,,no,22,"4,0",2,,3,"7,0",6,"2,0",5,,0,4,"2766,0",1981,1000000000$,,,yes
768,41,no,,"548,0$",,9,4,life sciences,1,"1772,0",3,0,94,3,1, laboratory technician ,1,divorced,,20520,1,,no,20,"4,0",2,"80,0",2,"5,0",2,"3,0",5,,0,4,,1982,1000000000$,,,true
769,44,yes,,"429,0$",,1,2,,1,"1792,0",3,0,99,3,1, research scientist ,2,,,11092,1,y,yes,12,"3,0",3,,3,,2,"2,0",5,,2,3,,1979,1000000000$,,,1
770,28,no,travel_rarely,"1181,0$",,1,3,,1,,3,0,82,3,1, research scientist ,4,married,,5531,1,,no,11,"3,0",3,,1,"5,0",6,"4,0",5,,0,3,,1995,1000000000$,,,true
771,39,no,,"1253,0$", research & development ,10,1,medical,1,"1800,0",3,0,65,3,3, research director ,3,single,,7914,7,,,21,"4,0",3,"80,0",0,,3,"3,0",4,,2,2,,1984,1000000000$, research director  -  research & development ,,yes
772,40,no,,"616,0$",,2,2,life sciences,1,,3,1,99,3,1, laboratory technician ,1,married,"3377,0",25605,4,,,17,"3,0",4,"80,0",1,"7,0",5,"2,0",4,,0,2,"3377,0",1983,1000000000$,,,1
773,37,yes,travel_rarely,"370,0$",,10,4,,1,,4,0,58,3,2, manufacturing director ,1,single,"4213,0",4992,1,,,15,"3,0",2,"80,0",0,"10,0",4,,10,,0,8,"4213,0",1986,1000000000$,,,yes
774,40,no,,"1194,0$",,1,3,,1,"1822,0",3,1,52,3,2, healthcare representative ,4,,"6513,0",9060,4,,,17,"3,0",4,,1,"12,0",3,"3,0",5,,0,3,"6513,0",1983,1000000000$,,,1
775,26,no,travel_rarely,"572,0$", sales ,10,3,,1,,3,0,46,3,2, sales executive ,4,,,9125,1,y,no,13,"3,0",1,,0,,4,"3,0",5,,1,2,,1997,1000000000$, sales executive  -  sales ,,false
776,42,no,,"355,0$",,10,4,technical degree,1,"1854,0",3,0,38,3,1, research scientist ,3,married,,6161,3,y,no,22,"4,0",2,,2,"10,0",1,"2,0",6,,3,3,,1981,1000000000$,,,0
777,34,no,travel_rarely,"1480,0$",,4,3,,1,"1882,0",3,0,64,3,3, sales executive ,4,married,,24444,2,,yes,13,"3,0",4,,3,"9,0",3,"3,0",5,,1,0,,1989,1000000000$,,,1
778,37,no,travel_rarely,"783,0$",,7,4,medical,1,"1885,0",4,0,78,3,2, research scientist ,1,,"4284,0",13588,5,,,22,"4,0",3,,1,"16,0",2,"3,0",5,,0,4,"4284,0",1986,1000000000$,,,1
779,27,no,,"1354,0$",,2,4,technical degree,1,"1931,0",2,0,41,3,1, research scientist ,2,,"2226,0",6073,1,,no,11,,3,,1,"6,0",3,"2,0",5,,1,2,"2226,0",1996,1000000000$,,,0
780,35,no,travel_rarely,"682,0$",,18,4,,1,"1945,0",2,0,71,3,2, sales executive ,1,,"5561,0",15975,0,,,16,"3,0",4,,1,,2,"1,0",5,,0,4,"5561,0",1988,1000000000$,,,yes
781,28,no,non-travel,"1103,0$",,16,3,medical,1,"1947,0",3,0,49,3,1, research scientist ,3,single,"2144,0",2122,1,,no,14,"3,0",3,,0,"5,0",3,"2,0",5,,1,4,"2144,0",1995,1000000000$,,,yes
782,29,no,,"136,0$",,1,3,life sciences,1,"1954,0",1,0,89,3,2, healthcare representative ,1,married,"5373,0",6225,0,y,no,12,"3,0",1,,1,"6,0",5,"2,0",5,,0,2,"5373,0",1994,1000000000$,,,false
783,54,no,,"155,0$", research & development ,9,2,,1,"1969,0",1,1,67,3,2, research scientist ,3,married,"2897,0",22474,3,,no,11,"3,0",3,,2,"9,0",6,"2,0",4,,2,3,"2897,0",1969,1000000000$, research scientist  -  research & development ,,false
784,24,no,travel_rarely,"771,0$",,-41,2,life sciences,1,"1981,0",41,0,45,2,2, healthcare representative ,3,single,,14120,1,,no,12,"3,0",2,,0,"4,0",2,"2,0",4,,1,2,,1999,1000000000$,,,1
785,38,no,travel_frequently,"508,0$",,6,4,,1,"1997,0",1,0,72,2,2, manufacturing director ,3,married,"5321,0",14284,2,y,no,11,"3,0",4,,1,"10,0",1,"3,0",8,,7,7,"5321,0",1985,1000000000$,,,0
786,42,no,,"557,0$",,18,4,,1,"1998,0",4,0,35,3,2, research scientist ,1,,"5410,0",11189,6,,,17,"3,0",3,,1,"9,0",3,"2,0",4,,1,2,"5410,0",1981,1000000000$,,,true
787,41,no,,"642,0$",,1,3,life sciences,1,"1999,0",4,0,76,3,1, research scientist ,4,,"2782,0",21412,3,,no,22,,1,,1,,3,"3,0",5,,1,0,"2782,0",1982,1000000000$,,,true
788,25,no,travel_rarely,"1382,0$",,8,2,,1,"2018,0",1,1,85,3,2, sales executive ,3,,,13684,0,,yes,22,"4,0",2,,1,"6,0",3,"2,0",5,,0,4,,1998,1000000000$,,,true
789,44,no,,"1037,0$",,1,3,medical,1,,2,0,42,3,1, research scientist ,4,single,,13422,6,,yes,12,"3,0",3,,0,"6,0",2,"3,0",4,,1,2,,1979,1000000000$,,,yes
790,50,yes,,"878,0$",,1,4,,1,"2044,0",2,0,94,3,2, sales executive ,3,,,14255,7,,no,12,"3,0",4,,2,"12,0",3,,6,,0,1,,1973,1000000000$,,,yes
791,36,no,,"1120,0$", sales ,11,4,marketing,1,,2,1,100,2,2, sales executive ,4,married,,14369,4,,no,13,"3,0",1,,1,"8,0",2,"2,0",6,,0,0,,1987,1000000000$, sales executive  -  sales ,,0
792,45,no,,"374,0$",,20,3,,1,"2046,0",4,1,50,3,2, sales executive ,3,,"4850,0",23333,8,,no,15,"3,0",3,,0,,3,"3,0",5,,0,1,"4850,0",1978,1000000000$,,,1
793,40,no,,"1194,0$",,2,4,,1,,3,1,98,3,1, research scientist ,3,married,"2001,0",12549,2,y,,14,"3,0",2,,3,"20,0",2,"3,0",5,,0,2,"2001,0",1983,1000000000$,,,yes
794,35,no,travel_rarely,"287,0$",,1,4,,1,"2052,0",3,1,62,1,1, research scientist ,4,married,,8952,1,y,no,12,"3,0",4,,1,"4,0",5,"3,0",4,,1,1,,1988,1000000000$,,,1
795,29,no,travel_rarely,nan$,,13,2,other,1,"2053,0",4,0,46,2,2, laboratory technician ,2,,,23679,4,,,13,"3,0",1,,1,"10,0",2,"3,0",4,,0,3,,1994,1000000000$,,,0
796,34,no,,nan$,,8,3,,1,"2068,0",2,0,82,4,2, laboratory technician ,3,,"4404,0",10228,2,y,no,12,"3,0",1,,0,,3,"4,0",4,,1,2,"4404,0",1989,1000000000$,,,yes
797,27,no,travel_rarely,"591,0$",,2,1,,1,"7,0",1,0,40,3,1, laboratory technician ,2,married,,16632,9,,no,12,"3,0",4,"80,0",1,"6,0",3,"3,0",2,,2,2,,1996,1000000000$,,,0
798,31,no,,"670,0$", research & development ,26,1,,1,"16,0",1,0,not available,3,1, research scientist ,3,divorced,,15170,1,,,17,"3,0",4,,1,"5,0",1,"2,0",5,,4,3,,1992,1000000000$, research scientist  -  research & development ,,1
799,34,no,travel_rarely,"1346,0$",,-38,2,,1,"18,0",2,0,93,3,1, laboratory technician ,4,divorced,,8758,0,,,11,"3,0",3,,1,"3,0",2,"3,0",2,,1,2,,1989,1000000000$,,,true
800,28,yes,travel_rarely,"103,0$", research & development ,24,3,life sciences,1,"19,0",3,0,50,2,1, laboratory technician ,3,single,,12947,5,,yes,14,"3,0",2,,0,"6,0",4,"3,0",4,,0,3,,1995,1000000000$, laboratory technician  -  research & development ,,1
801,32,no,travel_rarely,"334,0$",,5,2,,1,"21,0",1,0,80,4,1, research scientist ,2,divorced,,15053,0,y,yes,12,"3,0",4,"80,0",2,"7,0",5,"2,0",6,,0,5,,1991,1000000000$,,,true
802,38,no,,"371,0$", research & development ,2,3,life sciences,1,"24,0",4,0,45,3,1, research scientist ,4,single,"3944,0",4306,5,y,yes,11,"3,0",3,,0,"6,0",3,"3,0",3,,1,2,"3944,0",1985,1000000000$, research scientist  -  research & development ,,1
803,24,no,,"673,0$",,11,2,,1,"26,0",1,1,96,4,2, manufacturing director ,3,,,8232,0,,no,18,"3,0",4,,1,"5,0",5,"2,0",4,,1,3,,1999,1000000000$,,,1
804,34,yes,,"699,0$",,6,1,,1,"31,0",2,0,83,3,1, research scientist ,1,single,"2960,0",17102,2,,no,11,"3,0",3,,0,,2,"3,0",4,,1,3,"2960,0",1989,1000000000$,,,1
805,32,yes,travel_frequently,nan$, research & development ,16,1,,1,"33,0",2,1,72,1,1, research scientist ,1,,,4681,1,,,22,,2,,0,,5,"3,0",10,,6,7,,1991,1000000000$, research scientist  -  research & development ,,0
806,46,no,travel_rarely,"705,0$",,2,4,marketing,1,"38,0",2,1,83,3,5, manager ,1,single,"18947,0",22822,3,y,,12,"3,0",4,,0,"22,0",2,"2,0",2,,2,1,"18947,0",1977,1000000000$,,,0
807,44,no,,"1459,0$",,10,4,other,1,"40,0",4,0,41,3,2, healthcare representative ,4,married,"6465,0",19121,2,y,,13,"3,0",4,,0,,5,"4,0",4,,1,3,"6465,0",1979,1000000000$,,,0
808,50,yes,travel_rarely,nan$,,3,2,,1,"47,0",1,0,86,2,1, sales representative ,3,married,"2683,0",3810,1,,,14,"3,0",3,,0,"3,0",2,"3,0",3,,0,2,"2683,0",1973,1000000000$,,,1
809,35,no,,"890,0$",,2,3,marketing,1,"49,0",4,1,97,3,1, sales representative ,4,married,"2014,0",9687,1,y,no,13,"3,0",1,,0,"2,0",3,"3,0",2,,2,2,"2014,0",1988,1000000000$,,,1
810,28,yes,,"1434,0$",,5,4,,1,"65,0",3,0,50,3,1, laboratory technician ,3,single,"3441,0",11179,1,,yes,13,,3,,0,"2,0",3,"2,0",2,,2,2,"3441,0",1995,1000000000$,,,1
811,26,no,,"1443,0$",,-22,3,,1,"72,0",22,1,47,2,2, sales executive ,4,marreid,,21436,7,,yes,19,"3,0",3,,1,"5,0",2,"2,0",2,,0,0,,1997,1000000000$,,,false
812,35,no,travel_rarely,"1142,0$",,-31,4,,1,,3,1,30,3,1, laboratory technician ,1,,,16002,3,,yes,15,,3,,1,"4,0",3,"3,0",2,,2,2,,1988,1000000000$,,,0
813,35,no,,"664,0$",,-31,3,medical,1,"88,0",2,0,79,3,1, research scientist ,1,married,,5868,4,,no,13,"3,0",4,,1,"5,0",2,"2,0",3,,1,2,,1988,1000000000$,,,1
814,37,no,travel_rarely,"397,0$",,-20,4,medical,1,"102,0",1,0,30,3,3, research director ,3,,"13664,0",25258,4,,,13,,1,"80,0",0,,3,"4,0",5,,0,2,"13664,0",1986,1000000000$,,,yes
815,46,no,travel_rarely,nan$,,-38,2,medical,1,"103,0",38,0,80,3,2, human resources ,2,divorced,"5021,0",10425,8,,yes,22,"4,0",4,"80,0",1,,2,"3,0",4,,0,2,"5021,0",1977,1000000000$,,,yes
816,34,no,travel_rarely,"1153,0$",,1,2,medical,1,"110,0",1,0,94,3,2, manufacturing director ,2,married,,17736,1,,no,15,"3,0",3,"80,0",0,,2,"3,0",5,,1,3,,1989,1000000000$,,,true
817,51,no,travel_rarely,"432,0$",,9,4,,1,"116,0",4,0,96,3,1, laboratory technician ,4,,,18725,3,,,23,"4,0",2,,2,"10,0",4,"3,0",4,,0,3,,1972,1000000000$,,,true
818,24,no,travel_rarely,"1353,0$", sales ,3,2,other,1,"128,0",1,1,33,3,2, sales executive ,3,married,,17519,0,,no,21,"4,0",1,,1,"4,0",2,"2,0",3,,0,2,,1999,1000000000$, sales executive  -  sales ,,1
819,44,no,,"489,0$",,23,3,,1,"132,0",2,0,not available,3,2, laboratory technician ,2,married,,25043,4,,,12,"3,0",3,,1,,3,"4,0",3,,1,2,,1979,1000000000$,,,true
820,37,yes,travel_rarely,"807,0$",,6,4,human resources,1,"133,0",3,0,63,3,1, human resources ,1,divorced,,23648,4,,,22,"4,0",4,,0,,3,"3,0",3,,0,2,,1986,1000000000$,,,true
821,59,no,non-travel,"1420,0$",,2,4,human resources,1,,3,1,32,2,5, manager ,4,,"18844,0",21922,9,,no,21,"4,0",4,"80,0",1,,3,"3,0",3,,2,2,"18844,0",1964,1000000000$,,,0
822,25,no,,"1280,0$",,7,1,,1,"143,0",4,0,not available,2,1, research scientist ,4,married,,26897,1,y,no,11,"3,0",3,,2,,2,,2,,2,1,,1998,1000000000$,,,true
823,43,no,,"957,0$",,-26,3,medical,1,"171,0",2,1,72,4,1, research scientist ,3,single,"4739,0",16090,4,,,12,"3,0",4,,0,,2,"3,0",3,,1,2,"4739,0",1980,1000000000$,,,yes
824,50,no,travel_frequently,"809,0$",,12,3,,1,,3,1,77,3,3, sales executive ,4,single,,6645,4,y,no,11,"3,0",4,,0,"16,0",3,,2,,2,1,,1973,1000000000$,,,false
825,31,yes,travel_rarely,"542,0$",,20,3,,1,"175,0",2,1,71,1,2, sales executive ,3,,,24788,3,y,yes,11,"3,0",3,,1,"4,0",2,"3,0",2,,2,2,,1992,1000000000$,,,true
826,36,no,,"216,0$", research & development ,6,2,medical,1,"178,0",2,0,84,3,2, manufacturing director ,2,divorced,,2819,6,,no,20,"4,0",4,,2,"7,0",0,"3,0",3,,0,1,,1987,1000000000$, manufacturing director  -  research & development ,,0
827,51,yes,travel_frequently,"1150,0$",,-16,4,,1,"179,0",1,0,53,1,3, manufacturing director ,4,,"10650,0",25150,2,y,,15,"3,0",4,,0,"18,0",2,"3,0",4,,0,3,"10650,0",1972,1000000000$,,,false
828,25,no,,nan$, sales ,28,3,life sciences,1,,1,0,41,2,2, sales executive ,3,,,24835,2,,,18,"3,0",4,,0,,3,"3,0",2,,2,2,,1998,1000000000$, sales executive  -  sales ,,false
829,38,no,travel_rarely,"364,0$",,3,5,technical degree,1,"193,0",4,1,32,3,2, research scientist ,3,,"4317,0",2302,3,y,yes,20,"4,0",2,,0,"19,0",2,,3,,2,2,"4317,0",1985,1000000000$,,,false
830,30,no,travel_rarely,"201,0$", research & development ,5,3,technical degree,1,"197,0",4,1,84,3,1, research scientist ,1,divorced,,10415,5,,no,14,,4,,1,"8,0",3,"3,0",3,,2,2,,1993,1000000000$, research scientist  -  research & development ,,1
831,22,no,,"1256,0$",,-36,1,medical,1,,36,0,80,3,1, research scientist ,4,marreid,,11992,1,,no,24,"4,0",1,"80,0",2,"2,0",6,"3,0",2,,2,2,,2001,1000000000$,,,1
832,27,no,non-travel,"691,0$", research & development ,9,3,medical,1,"218,0",4,0,57,3,1, research scientist ,2,,"2024,0",5970,6,,,18,"3,0",4,"80,0",1,,1,"1,0",2,,2,2,"2024,0",1996,1000000000$, research scientist  -  research & development ,,1
833,28,no,,"440,0$", research & development ,21,3,medical,1,"221,0",3,0,42,3,1, research scientist ,4,married,,6672,1,,no,11,"3,0",3,,1,"5,0",2,"1,0",5,,0,2,,1995,1000000000$, research scientist  -  research & development ,,yes
834,27,no,,"1157,0$",,17,3,,1,"233,0",3,0,51,3,1, research scientist ,2,,"3058,0",13364,0,y,,16,"3,0",4,,1,"6,0",3,"2,0",5,,1,1,"3058,0",1996,1000000000$,,,true
835,56,no,travel_rarely,"713,0$",,8,3,life sciences,1,"241,0",3,1,67,3,1, research scientist ,1,divorced,,13939,4,,,18,"3,0",3,"80,0",1,,3,,2,,2,2,,1967,1000000000$,,,1
836,38,no,travel_rarely,nan$,,9,2,,1,"245,0",3,1,75,3,1, laboratory technician ,4,single,,6319,1,,,12,,3,,0,,3,,2,,2,1,,1985,1000000000$,,,1
837,31,no,travel_rarely,"140,0$",,12,1,medical,1,"246,0",3,1,95,3,1, research scientist ,4,,"3929,0",6984,8,y,,23,"4,0",3,"80,0",1,"7,0",0,"3,0",4,,0,2,"3929,0",1992,1000000000$,,,yes
838,34,no,travel_rarely,"629,0$",,27,2,medical,1,"247,0",4,1,95,3,1, research scientist ,2,,,5711,2,y,no,15,"3,0",4,,0,"9,0",3,"3,0",3,,1,2,,1989,1000000000$,,,true
839,50,no,,"328,0$", research & development ,1,3,,1,"249,0",3,0,86,2,1, laboratory technician ,3,,,3425,2,y,,15,"3,0",4,,1,,2,"2,0",3,,0,2,,1973,1000000000$, laboratory technician  -  research & development ,,0
840,53,no,,"1084,0$",,13,2,,1,"250,0",4,1,not available,4,2, manufacturing director ,1,divorced,,26250,1,y,no,11,"3,0",3,,2,"5,0",3,"3,0",4,"2,0",1,3,,1970,1000000000$,,,false
841,35,no,travel_frequently,nan$,,-24,3,medical,1,"269,0",2,1,37,3,2, laboratory technician ,2,single,"4425,0",15986,5,,,11,"3,0",4,,0,,5,"3,0",6,,1,2,"4425,0",1988,1000000000$,,,yes
842,27,no,travel_frequently,"472,0$",,1,1,,1,,3,0,60,2,2, manufacturing director ,1,married,,9679,5,,,19,"3,0",3,,1,,1,"3,0",2,,2,0,,1996,1000000000$,,,0
843,40,no,,"905,0$",,-38,2,,1,,3,0,99,3,2, laboratory technician ,4,married,,16523,8,,,15,"3,0",3,,1,,2,"4,0",7,,3,7,,1983,1000000000$,,,true
844,22,no,,"1136,0$",,-22,3,life sciences,1,,22,0,60,4,1, research scientist ,2,,"2328,0",12392,1,,,16,"3,0",1,,1,"4,0",2,"2,0",4,,2,2,"2328,0",2001,1000000000$,,,0
845,40,no,,"1151,0$",,-10,5,life sciences,1,"287,0",4,0,63,2,2, healthcare representative ,4,,,14242,9,y,no,14,"3,0",4,"80,0",1,"5,0",5,"1,0",3,,0,2,,1983,1000000000$,,,yes
846,46,no,,"644,0$",,1,4,,1,"288,0",4,0,not available,3,3, healthcare representative ,1,,,12368,7,,no,16,"3,0",3,"80,0",1,"17,0",3,"3,0",4,,0,3,,1977,1000000000$,,,1
847,30,yes,,"1005,0$",,3,3,technical degree,1,"297,0",4,1,88,3,1, research scientist ,1,,"2657,0",8556,5,,yes,11,"3,0",3,,0,"8,0",5,"3,0",5,,0,4,"2657,0",1993,1000000000$,,,true
848,29,yes,,"992,0$",,1,3,,1,,3,0,85,3,1, research scientist ,3,single,,19757,0,,,14,"3,0",4,,0,,1,"2,0",6,,1,5,,1994,1000000000$,,,false
849,54,no,,"1147,0$",,3,3,,1,"303,0",4,1,52,3,2, sales executive ,1,married,"5940,0",17011,2,,,14,"3,0",4,,1,"16,0",4,"3,0",6,,0,5,"5940,0",1969,1000000000$,,,0
850,33,no,travel_rarely,"147,0$", research & development ,4,4,,1,"305,0",3,1,47,2,1, research scientist ,2,married,"2622,0",13248,6,y,,21,"4,0",4,,0,,3,"3,0",3,,1,1,"2622,0",1990,1000000000$, research scientist  -  research & development ,,1
851,52,no,travel_rarely,"1323,0$",,2,3,,1,"316,0",3,1,89,2,1, laboratory technician ,4,single,"3212,0",3300,7,,,15,"3,0",2,,0,,3,"2,0",2,,2,2,"3212,0",1971,1000000000$,,,true
852,59,no,travel_rarely,"818,0$", human resources ,6,2,medical,1,,2,0,not available,3,1, human resources ,3,married,,25657,8,y,,17,"3,0",4,,0,,2,"2,0",2,,2,2,,1964,1000000000$, human resources  -  human resources ,,false
853,32,yes,,"515,0$",,1,3,,1,,4,0,62,2,1, laboratory technician ,3,single,,9571,0,,,14,"3,0",4,,0,"4,0",2,"1,0",3,,1,2,,1991,1000000000$,,,true
854,39,no,,"1431,0$",,-24,4,medical,1,"332,0",24,1,96,3,1, laboratory technician ,3,divorced,,15417,7,,no,14,"3,0",3,"80,0",3,"7,0",1,"3,0",3,,1,2,,1984,1000000000$,,,0
855,32,no,non-travel,"976,0$",,26,4,marketing,1,,3,0,100,3,2, sales executive ,4,,,12069,0,,no,18,"3,0",1,"80,0",0,"4,0",2,"3,0",3,,2,2,,1991,1000000000$,,,true
856,31,no,,"1327,0$",,3,4,medical,1,"337,0",2,0,73,3,3, research director ,3,divorced,,13523,9,,no,12,"3,0",1,,1,,3,"3,0",2,,2,2,,1992,1000000000$,,,true
857,33,no,travel_rarely,"832,0$",,5,4,life sciences,1,"338,0",3,1,63,2,1, research scientist ,4,married,"2911,0",14776,1,,,13,"3,0",3,,1,"2,0",2,"2,0",2,,0,2,"2911,0",1990,1000000000$,,,yes
858,45,no,,"1199,0$",,-23,4,life sciences,1,"341,0",1,0,77,4,2, manufacturing director ,3,,,5118,4,,,17,"3,0",4,,1,"9,0",1,"3,0",3,,0,2,,1978,1000000000$,,,yes
859,42,no,,"916,0$", research & development ,17,2,,1,"347,0",4,1,82,4,2, research scientist ,1,single,,23016,3,,yes,13,"3,0",3,,0,,1,"3,0",3,,0,2,,1981,1000000000$, research scientist  -  research & development ,,true
860,29,no,,"1247,0$",,-19,2,marketing,1,"349,0",4,0,45,3,2, sales executive ,4,divorced,"6931,0",10732,2,,no,14,"3,0",4,,1,,2,"3,0",3,,0,2,"6931,0",1994,1000000000$,,,0
861,25,no,travel_rarely,"685,0$",,1,3,,1,"350,0",1,1,62,3,2, manufacturing director ,3,married,,7505,0,y,no,12,"3,0",4,,2,"5,0",3,"3,0",4,,1,2,,1998,1000000000$,,,0
862,32,no,,"128,0$",,2,1,,1,"362,0",4,0,84,2,2, laboratory technician ,1,,"2176,0",19737,4,,no,13,"3,0",4,"80,0",0,"9,0",5,"3,0",6,,0,4,"2176,0",1991,1000000000$,,,0
863,28,no,travel_rarely,"1158,0$",,9,3,,1,,4,0,94,3,1, research scientist ,4,married,,2613,1,,no,23,"4,0",4,,1,,3,,5,,0,4,,1995,1000000000$,,,1
864,21,no,travel_rarely,"996,0$",,3,2,,1,"379,0",4,0,100,2,1, research scientist ,3,single,"3230,0",10531,1,y,no,17,"3,0",1,"80,0",0,,4,"4,0",3,,1,0,"3230,0",2002,1000000000$,,,0
865,37,no,non-travel,"728,0$",,1,4,medical,1,"380,0",1,1,80,3,3, research director ,4,divorced,,11677,2,y,yes,18,"3,0",1,,2,,2,"3,0",5,,0,2,,1986,1000000000$,,,0
866,38,no,travel_rarely,"688,0$",,23,4,life sciences,1,"393,0",4,0,82,3,2, healthcare representative ,4,,,18899,9,,,14,"3,0",2,"80,0",1,,2,"3,0",2,,1,2,,1985,1000000000$,,,false
867,26,yes,travel_rarely,"1449,0$",,16,4,medical,1,"394,0",1,0,45,3,1, laboratory technician ,2,divorced,,14180,2,,yes,13,"3,0",4,"80,0",1,,2,"3,0",3,,0,2,,1997,1000000000$,,,false
868,49,no,,"636,0$",,10,4,life sciences,1,"396,0",3,1,not available,3,5, research director ,1,single,"18665,0",25594,9,y,yes,11,"3,0",4,,0,,4,"3,0",3,,1,2,"18665,0",1974,1000000000$,,,true
869,31,no,travel_frequently,"444,0$", sales ,5,3,,1,,4,1,84,3,1, sales representative ,2,divorced,"2789,0",3909,1,,,11,"3,0",3,,1,"2,0",5,"2,0",2,,2,2,"2789,0",1992,1000000000$, sales representative  -  sales ,,true
870,37,no,travel_frequently,"889,0$",,9,3,medical,1,"403,0",2,0,53,3,1, research scientist ,4,married,,11411,1,y,,12,"3,0",3,"80,0",3,,3,"2,0",4,,1,2,,1986,1000000000$,,,0
871,31,no,travel_rarely,"691,0$", research & development ,-11,4,,1,"423,0",11,0,86,3,1, research scientist ,4,marreid,,10077,0,,,12,"3,0",3,,1,,4,"3,0",5,,0,3,,1992,1000000000$, research scientist  -  research & development ,,1
872,31,no,travel_rarely,"106,0$",,2,3,human resources,1,"424,0",1,0,62,2,2, human resources ,1,,"6410,0",17822,3,y,no,12,"3,0",4,,0,,1,"3,0",2,,1,0,"6410,0",1992,1000000000$,,,false
873,31,no,,nan$, research & development ,2,4,,1,,3,0,32,3,1, research scientist ,4,,,7747,0,y,,18,"3,0",2,,1,"3,0",2,"1,0",2,,2,2,,1992,1000000000$, research scientist  -  research & development ,,true
874,52,yes,,"723,0$",,-17,4,medical,1,"433,0",17,0,85,2,2, research scientist ,2,,"4941,0",17747,2,,no,15,,1,"80,0",0,"11,0",3,"2,0",8,,7,7,"4941,0",1971,1000000000$,,,false
875,28,yes,,"1157,0$",,2,4,medical,1,"440,0",1,0,84,1,1, research scientist ,4,married,,24737,5,y,yes,13,"3,0",4,,0,,4,"2,0",3,,2,2,,1995,1000000000$,,,true
876,47,no,travel_rarely,"1482,0$",,5,5,,1,"447,0",4,0,42,3,5, research director ,3,married,,16375,4,y,,11,"3,0",2,"80,0",1,"21,0",2,"3,0",3,,1,1,,1976,1000000000$,,,false
877,29,no,,"738,0$",,9,5,other,1,"455,0",2,0,30,2,1, laboratory technician ,4,,"3983,0",7621,0,,no,17,"3,0",3,"80,0",0,"4,0",2,,3,,2,2,"3983,0",1994,1000000000$,,,true
878,37,no,,"1192,0$",,5,2,medical,1,"460,0",4,0,61,3,2, manufacturing director ,4,,"6347,0",23177,7,y,no,16,"3,0",3,,2,"8,0",2,"2,0",6,,0,4,"6347,0",1986,1000000000$,,,yes
879,23,no,,"1309,0$",,26,1,,1,"465,0",3,0,83,3,1, research scientist ,4,,"2904,0",16092,1,y,,12,"3,0",3,,2,,2,"2,0",4,,0,2,"2904,0",2000,1000000000$,,,0
880,42,no,travel_rarely,"544,0$", human resources ,2,1,,1,"470,0",3,0,52,3,1, human resources ,3,divorced,"2696,0",24017,0,y,yes,11,"3,0",3,,1,"4,0",5,"3,0",3,,1,0,"2696,0",1981,1000000000$, human resources  -  human resources ,,false
881,30,no,,"641,0$", sales ,25,2,,1,"475,0",4,1,85,3,2, sales executive ,3,,,6069,7,,,12,"3,0",2,,1,"4,0",2,"4,0",2,,2,2,,1993,1000000000$, sales executive  -  sales ,,0
