,Attrition,Businesstravel,Dailyrate,Distancefromhome,Education,Educationfield,Employeenumber,Environmentsatisfaction,Gender,Hourlyrate,Jobinvolvement,Joblevel,Jobrole,Jobsatisfaction,Maritalstatus,Monthlyrate,Numcompaniesworked,Overtime,Percentsalaryhike,Performancerating,Relationshipsatisfaction,Stockoptionlevel,Totalworkingyears,Trainingtimeslastyear,Worklifebalance,Yearsatcompany,Yearsincurrentrole,Yearssincelastpromotion,Yearswithcurrmanager,Datebirth,Remotework,Employee_id
819,no,unknown,489.0,23,3,unknown,132,2,H,66.0,3,2, laboratory technician ,2,married,25043,4,unknown,12,3,3,1,0,3,4,3,0,1,2,1979,yes,132
820,yes,travel rarely,807.0,6,4,human resources,133,3,H,63.0,3,1, human resources ,1,divorced,23648,4,unknown,22,4,4,0,0,3,3,3,0,0,2,1986,yes,133
821,no,non-travel,1420.0,2,4,human resources,0,3,M,32.0,2,5, manager ,4,unknown,21922,9,no,21,4,4,1,0,3,3,3,0,2,2,1964,no,10761
822,no,unknown,1280.0,7,1,unknown,143,4,H,66.0,2,1, research scientist ,4,married,26897,1,no,11,3,3,2,0,2,0,2,0,2,1,1998,yes,143
823,no,unknown,957.0,26,3,medical,171,2,M,72.0,4,1, research scientist ,3,single,16090,4,unknown,12,3,4,0,0,2,3,3,0,1,2,1980,unknown,171
824,no,travel frequently,809.0,12,3,unknown,0,3,M,77.0,3,3, sales executive ,4,single,6645,4,no,11,3,4,0,16,3,0,2,0,2,1,1973,no,12201
825,yes,travel rarely,542.0,20,3,unknown,175,2,M,71.0,1,2, sales executive ,3,unknown,24788,3,yes,11,3,3,1,4,2,3,2,0,2,2,1992,yes,175
826,no,unknown,216.0,6,2,medical,178,2,H,84.0,3,2, manufacturing director ,2,divorced,2819,6,no,20,4,4,2,7,0,3,3,0,0,1,1987,no,178
827,yes,travel frequently,1150.0,16,4,unknown,179,1,H,53.0,1,3, manufacturing director ,4,unknown,25150,2,unknown,15,3,4,0,18,2,3,4,0,0,3,1972,no,179
828,no,unknown,797.0,28,3,life sciences,0,1,H,41.0,2,2, sales executive ,3,unknown,24835,2,unknown,18,3,4,0,0,3,3,2,0,2,2,1998,no,6014
829,no,travel rarely,364.0,3,5,technical degree,193,4,M,32.0,3,2, research scientist ,3,unknown,2302,3,yes,20,4,2,0,19,2,0,3,0,2,2,1985,no,193
830,no,travel rarely,201.0,5,3,technical degree,197,4,M,84.0,3,1, research scientist ,1,divorced,10415,5,no,14,0,4,1,8,3,3,3,0,2,2,1993,yes,197
831,no,unknown,1256.0,36,1,medical,0,36,H,80.0,3,1, research scientist ,4,married,11992,1,no,24,4,1,2,2,6,3,2,0,2,2,2001,yes,2597
832,no,non-travel,691.0,9,3,medical,218,4,H,57.0,3,1, research scientist ,2,unknown,5970,6,unknown,18,3,4,1,0,1,1,2,0,2,2,1996,yes,218
833,no,unknown,440.0,21,3,medical,221,3,H,42.0,3,1, research scientist ,4,married,6672,1,no,11,3,3,1,5,2,1,5,0,0,2,1995,unknown,221
834,no,unknown,1157.0,17,3,unknown,233,3,H,51.0,3,1, research scientist ,2,unknown,13364,0,unknown,16,3,4,1,6,3,2,5,0,1,1,1996,yes,233
835,no,travel rarely,713.0,8,3,life sciences,241,3,M,67.0,3,1, research scientist ,1,divorced,13939,4,unknown,18,3,3,1,0,3,0,2,0,2,2,1967,yes,241
836,no,travel rarely,797.0,9,2,unknown,245,3,M,75.0,3,1, laboratory technician ,4,single,6319,1,unknown,12,0,3,0,0,3,0,2,0,2,1,1985,yes,245
837,no,travel rarely,140.0,12,1,medical,246,3,M,95.0,3,1, research scientist ,4,unknown,6984,8,unknown,23,4,3,1,7,0,3,4,0,0,2,1992,unknown,246
838,no,travel rarely,629.0,27,2,medical,247,4,M,95.0,3,1, research scientist ,2,unknown,5711,2,no,15,3,4,0,9,3,3,3,0,1,2,1989,yes,247
839,no,unknown,328.0,1,3,unknown,249,3,H,86.0,2,1, laboratory technician ,3,unknown,3425,2,unknown,15,3,4,1,0,2,2,3,0,0,2,1973,no,249
840,no,unknown,1084.0,13,2,unknown,250,4,M,66.0,4,2, manufacturing director ,1,divorced,26250,1,no,11,3,3,2,5,3,3,4,2,1,3,1970,no,250
841,no,travel frequently,797.0,24,3,medical,269,2,M,37.0,3,2, laboratory technician ,2,single,15986,5,unknown,11,3,4,0,0,5,3,6,0,1,2,1988,unknown,269
842,no,travel frequently,472.0,1,1,unknown,0,3,H,60.0,2,2, manufacturing director ,1,married,9679,5,unknown,19,3,3,1,0,1,3,2,0,2,0,1996,no,2452
843,no,unknown,905.0,38,2,unknown,0,3,H,99.0,3,2, laboratory technician ,4,married,16523,8,unknown,15,3,3,1,0,2,4,7,0,3,7,1983,yes,7635
844,no,unknown,1136.0,22,3,life sciences,0,22,H,60.0,4,1, research scientist ,2,unknown,12392,1,unknown,16,3,1,1,4,2,2,4,0,2,2,2001,no,10396
845,no,unknown,1151.0,10,5,life sciences,287,4,H,63.0,2,2, healthcare representative ,4,unknown,14242,9,no,14,3,4,1,5,5,1,3,0,0,2,1983,unknown,287
846,no,unknown,644.0,1,4,unknown,288,4,H,66.0,3,3, healthcare representative ,1,unknown,12368,7,no,16,3,3,1,17,3,3,4,0,0,3,1977,yes,288
847,yes,unknown,1005.0,3,3,technical degree,297,4,M,88.0,3,1, research scientist ,1,unknown,8556,5,yes,11,3,3,0,8,5,3,5,0,0,4,1993,yes,297
848,yes,unknown,992.0,1,3,unknown,0,3,H,85.0,3,1, research scientist ,3,single,19757,0,unknown,14,3,4,0,0,1,2,6,0,1,5,1994,no,3680
849,no,unknown,1147.0,3,3,unknown,303,4,M,52.0,3,2, sales executive ,1,married,17011,2,unknown,14,3,4,1,16,4,3,6,0,0,5,1969,no,303
850,no,travel rarely,147.0,4,4,unknown,305,3,M,47.0,2,1, research scientist ,2,married,13248,6,unknown,21,4,4,0,0,3,3,3,0,1,1,1990,yes,305
851,no,travel rarely,1323.0,2,3,unknown,316,3,M,89.0,2,1, laboratory technician ,4,single,3300,7,unknown,15,3,2,0,0,3,2,2,0,2,2,1971,yes,316
852,no,travel rarely,818.0,6,2,medical,0,2,H,66.0,3,1, human resources ,3,married,25657,8,unknown,17,3,4,0,0,2,2,2,0,2,2,1964,no,2767
853,yes,unknown,515.0,1,3,unknown,0,4,H,62.0,2,1, laboratory technician ,3,single,9571,0,unknown,14,3,4,0,4,2,1,3,0,1,2,1991,yes,17905
854,no,unknown,1431.0,24,4,medical,332,24,M,96.0,3,1, laboratory technician ,3,divorced,15417,7,no,14,3,3,3,7,1,3,3,0,1,2,1984,no,332
855,no,non-travel,976.0,26,4,marketing,0,3,H,100.0,3,2, sales executive ,4,unknown,12069,0,no,18,3,1,0,4,2,3,3,0,2,2,1991,yes,17290
856,no,unknown,1327.0,3,4,medical,337,2,H,73.0,3,3, research director ,3,divorced,13523,9,no,12,3,1,1,0,3,3,2,0,2,2,1992,yes,337
857,no,travel rarely,832.0,5,4,life sciences,338,3,M,63.0,2,1, research scientist ,4,married,14776,1,unknown,13,3,3,1,2,2,2,2,0,0,2,1990,unknown,338
858,no,unknown,1199.0,23,4,life sciences,341,1,H,77.0,4,2, manufacturing director ,3,unknown,5118,4,unknown,17,3,4,1,9,1,3,3,0,0,2,1978,unknown,341
859,no,unknown,916.0,17,2,unknown,347,4,M,82.0,4,2, research scientist ,1,single,23016,3,yes,13,3,3,0,0,1,3,3,0,0,2,1981,yes,347
860,no,unknown,1247.0,19,2,marketing,349,4,H,45.0,3,2, sales executive ,4,divorced,10732,2,no,14,3,4,1,0,2,3,3,0,0,2,1994,no,349
861,no,travel rarely,685.0,1,3,unknown,350,1,M,62.0,3,2, manufacturing director ,3,married,7505,0,no,12,3,4,2,5,3,3,4,0,1,2,1998,no,350
862,no,unknown,128.0,2,1,unknown,362,4,H,84.0,2,2, laboratory technician ,1,unknown,19737,4,no,13,3,4,0,9,5,3,6,0,0,4,1991,no,362
863,no,travel rarely,1158.0,9,3,unknown,0,4,H,94.0,3,1, research scientist ,4,married,2613,1,no,23,4,4,1,0,3,0,5,0,0,4,1995,yes,10179
864,no,travel rarely,996.0,3,2,unknown,379,4,H,100.0,2,1, research scientist ,3,single,10531,1,no,17,3,1,0,0,4,4,3,0,1,0,2002,no,379
865,no,non-travel,728.0,1,4,medical,380,1,M,80.0,3,3, research director ,4,divorced,11677,2,yes,18,3,1,2,0,2,3,5,0,0,2,1986,no,380
866,no,travel rarely,688.0,23,4,life sciences,393,4,H,82.0,3,2, healthcare representative ,4,unknown,18899,9,unknown,14,3,2,1,0,2,3,2,0,1,2,1985,no,393
867,yes,travel rarely,1449.0,16,4,medical,394,1,H,45.0,3,1, laboratory technician ,2,divorced,14180,2,yes,13,3,4,1,0,2,3,3,0,0,2,1997,no,394
868,no,unknown,636.0,10,4,life sciences,396,3,M,66.0,3,5, research director ,1,single,25594,9,yes,11,3,4,0,0,4,3,3,0,1,2,1974,yes,396
869,no,travel frequently,444.0,5,3,unknown,0,4,M,84.0,3,1, sales representative ,2,divorced,3909,1,unknown,11,3,3,1,2,5,2,2,0,2,2,1992,yes,4488
870,no,travel frequently,889.0,9,3,medical,403,2,H,53.0,3,1, research scientist ,4,married,11411,1,unknown,12,3,3,3,0,3,2,4,0,1,2,1986,no,403
871,no,travel rarely,691.0,11,4,unknown,423,11,H,86.0,3,1, research scientist ,4,married,10077,0,unknown,12,3,3,1,0,4,3,5,0,0,3,1992,yes,423
872,no,travel rarely,106.0,2,3,human resources,424,1,H,62.0,2,2, human resources ,1,unknown,17822,3,no,12,3,4,0,0,1,3,2,0,1,0,1992,no,424
873,no,unknown,797.0,2,4,unknown,0,3,H,32.0,3,1, research scientist ,4,unknown,7747,0,unknown,18,3,2,1,3,2,1,2,0,2,2,1992,yes,5015
874,yes,unknown,723.0,17,4,medical,433,17,H,85.0,2,2, research scientist ,2,unknown,17747,2,no,15,0,1,0,11,3,2,8,0,7,7,1971,no,433
875,yes,unknown,1157.0,2,4,medical,440,1,H,84.0,1,1, research scientist ,4,married,24737,5,yes,13,3,4,0,0,4,2,3,0,2,2,1995,yes,440
876,no,travel rarely,1482.0,5,5,unknown,447,4,H,42.0,3,5, research director ,3,married,16375,4,unknown,11,3,2,1,21,2,3,3,0,1,1,1976,no,447
877,no,unknown,738.0,9,5,other,455,2,H,30.0,2,1, laboratory technician ,4,unknown,7621,0,no,17,3,3,0,4,2,0,3,0,2,2,1994,yes,455
878,no,unknown,1192.0,5,2,medical,460,4,H,61.0,3,2, manufacturing director ,4,unknown,23177,7,no,16,3,3,2,8,2,2,6,0,0,4,1986,unknown,460
879,no,unknown,1309.0,26,1,unknown,465,3,H,83.0,3,1, research scientist ,4,unknown,16092,1,unknown,12,3,3,2,0,2,2,4,0,0,2,2000,no,465
880,no,travel rarely,544.0,2,1,unknown,470,3,H,52.0,3,1, human resources ,3,divorced,24017,0,yes,11,3,3,1,4,5,3,3,0,1,0,1981,no,470
881,no,unknown,641.0,25,2,unknown,475,4,M,85.0,3,2, sales executive ,3,unknown,6069,7,unknown,12,3,2,1,4,2,4,2,0,2,2,1993,no,475
882,yes,unknown,756.0,31,1,unknown,478,1,M,99.0,2,1, sales representative ,2,single,9150,1,unknown,11,3,3,0,3,3,3,3,0,1,2,2002,unknown,478
883,no,travel rarely,593.0,1,4,medical,482,4,H,88.0,3,2, healthcare representative ,3,unknown,2967,2,no,11,3,3,0,0,2,3,3,0,1,2,1966,yes,482
884,no,unknown,895.0,9,2,unknown,0,1,H,39.0,3,1, sales representative ,4,single,2851,1,unknown,24,4,3,0,3,3,2,3,2,2,2,2002,yes,2970
885,no,travel rarely,408.0,9,4,life sciences,0,3,H,42.0,2,1, research scientist ,2,unknown,7551,0,unknown,16,3,4,0,3,5,3,2,0,2,2,1992,yes,6843
886,no,unknown,1283.0,17,3,unknown,495,17,H,54.0,3,1, research scientist ,4,unknown,18168,9,no,16,0,4,0,6,4,3,3,0,1,2,1994,no,495
887,no,travel rarely,1469.0,1,2,unknown,0,4,H,82.0,3,1, laboratory technician ,2,unknown,17881,1,no,11,3,2,1,5,2,3,5,0,0,4,1996,yes,7217
888,no,travel rarely,1261.0,7,3,other,0,2,H,31.0,2,3, healthcare representative ,3,single,12066,8,no,24,4,3,0,0,2,3,5,0,0,0,1974,unknown,5389
889,no,travel rarely,329.0,2,3,unknown,501,4,M,96.0,3,1, research scientist ,3,married,11868,4,no,13,3,2,1,0,3,3,2,0,2,2,1987,unknown,501
890,yes,non-travel,1362.0,19,3,marketing,502,1,H,67.0,4,2, sales executive ,4,unknown,4652,8,yes,13,3,2,0,0,3,2,5,0,0,4,1989,yes,502
891,no,unknown,1371.0,10,4,marketing,507,4,M,77.0,3,2, sales executive ,3,divorced,5915,1,yes,12,3,4,1,0,2,4,5,0,0,3,1999,yes,507
892,no,unknown,201.0,1,4,unknown,517,2,M,66.0,3,1, laboratory technician ,1,unknown,20490,3,no,16,3,2,1,8,5,3,5,0,1,2,1981,unknown,517
893,no,unknown,821.0,5,2,medical,522,1,H,86.0,3,5, research director ,1,married,8509,4,unknown,11,3,3,1,24,4,2,4,0,1,2,1969,no,522
894,no,unknown,1381.0,4,4,unknown,523,3,M,72.0,3,2, sales executive ,3,married,12740,9,no,15,3,1,1,0,3,3,3,0,1,2,1989,yes,523
895,no,unknown,313.0,21,3,unknown,525,4,H,61.0,3,1, laboratory technician ,4,unknown,15238,7,unknown,20,4,1,1,0,1,3,3,0,1,2,1980,yes,525
896,no,travel rarely,1473.0,8,4,other,526,3,M,74.0,3,2, healthcare representative ,3,unknown,2227,4,yes,14,3,4,0,0,3,3,5,0,0,2,1980,yes,526
897,no,travel rarely,329.0,1,2,unknown,530,4,H,98.0,2,1, laboratory technician ,1,married,16193,1,no,12,3,3,1,4,3,0,4,0,3,2,1992,no,530
898,yes,travel rarely,688.0,3,3,medical,0,1,H,91.0,3,1, laboratory technician ,1,married,9396,5,no,13,3,3,1,6,5,0,2,0,0,2,1998,unknown,19913
899,no,unknown,192.0,10,2,life sciences,544,1,H,69.0,3,1, research scientist ,4,married,9655,3,no,21,0,4,2,8,3,2,2,0,0,2,1978,yes,544
900,no,travel rarely,1490.0,4,2,life sciences,0,4,M,66.0,3,4, manager ,4,married,10310,2,no,13,3,4,0,31,2,1,5,0,1,4,1971,no,17316
901,yes,travel frequently,296.0,6,2,unknown,555,4,M,33.0,1,1, sales representative ,3,unknown,12253,0,no,16,3,4,1,3,3,2,2,0,1,0,1989,yes,555
902,no,travel rarely,1349.0,23,3,life sciences,0,1,M,90.0,3,1, research scientist ,4,divorced,3032,1,no,22,4,2,2,0,3,1,3,0,0,2,1997,yes,16135
903,no,unknown,986.0,3,4,unknown,564,2,H,93.0,2,3, research director ,3,unknown,21526,1,no,18,3,3,0,0,2,3,10,0,0,7,1994,unknown,564
904,yes,unknown,408.0,25,5,technical degree,0,3,M,71.0,2,1, research scientist ,2,married,18300,5,no,16,3,2,0,6,2,4,2,0,1,1,1994,no,2863
905,no,unknown,1009.0,2,3,life sciences,0,1,H,51.0,3,4, research director ,3,married,2288,6,no,13,3,3,0,0,2,1,3,0,0,1,1977,no,9325
906,no,unknown,1125.0,10,3,marketing,580,3,M,94.0,2,3, sales executive ,4,unknown,11563,2,unknown,19,3,3,1,15,3,3,3,0,1,2,1977,no,580
907,no,travel rarely,413.0,7,1,marketing,585,4,H,57.0,3,1, sales representative ,2,single,18398,0,unknown,14,3,1,0,0,3,3,3,0,1,2,1993,yes,585
908,yes,travel frequently,988.0,23,3,unknown,0,2,M,43.0,3,3, human resources ,1,divorced,11533,9,yes,15,3,3,3,0,2,3,3,0,0,2,1989,no,3216
909,no,unknown,1474.0,5,2,other,591,2,H,97.0,3,1, laboratory technician ,3,married,9260,4,no,17,3,4,1,0,4,0,2,0,2,0,1981,unknown,591
910,yes,unknown,1368.0,25,1,technical degree,593,3,H,99.0,2,1, laboratory technician ,3,single,9129,5,no,16,3,3,0,4,3,3,2,0,1,2,2001,yes,593
911,no,travel rarely,232.0,19,3,technical degree,611,4,H,34.0,3,2, manufacturing director ,4,divorced,22645,4,no,12,3,2,2,8,2,4,3,2,1,2,1994,unknown,611
912,no,travel frequently,1034.0,18,1,medical,624,1,M,86.0,3,3, healthcare representative ,3,married,8984,5,no,11,3,4,0,0,3,2,2,0,1,2,1977,yes,624
913,yes,unknown,1474.0,11,4,other,631,4,H,66.0,4,2, sales executive ,3,unknown,23914,8,unknown,12,3,4,0,0,2,3,4,0,1,2,1991,yes,631
914,no,unknown,797.0,24,3,medical,632,4,H,38.0,3,1, sales representative ,4,unknown,5530,0,no,13,3,3,2,3,3,3,2,0,2,1,1999,no,632
915,no,travel rarely,538.0,25,2,unknown,652,1,H,54.0,2,2, laboratory technician ,4,single,14004,4,no,14,3,4,0,0,3,3,3,0,0,2,1988,no,652
916,no,unknown,622.0,2,4,life sciences,659,3,M,81.0,3,2, healthcare representative ,4,married,5718,1,no,13,3,2,2,10,4,3,10,0,2,2,1981,yes,659
917,no,travel rarely,1236.0,1,4,unknown,664,4,M,40.0,2,4, manager ,1,married,17997,7,no,11,3,1,1,21,3,1,3,0,0,2,1975,yes,664
918,no,travel rarely,1112.0,1,4,unknown,665,1,M,50.0,2,2, human resources ,3,unknown,26894,4,no,11,0,2,0,10,1,4,2,2,0,2,1979,yes,665
919,no,unknown,204.0,14,3,unknown,666,3,M,31.0,3,1, sales representative ,3,unknown,2912,1,yes,18,3,4,2,8,3,3,8,0,0,6,1989,yes,666
920,no,unknown,1343.0,22,1,technical degree,0,3,H,49.0,3,1, sales representative ,3,unknown,24444,1,unknown,11,0,3,0,0,2,3,3,0,1,2,2002,yes,11526
921,no,travel rarely,1315.0,3,4,unknown,671,4,H,35.0,3,5, manager ,4,unknown,9358,4,unknown,12,3,1,1,26,2,4,2,0,0,1,1979,unknown,671
922,no,travel rarely,797.0,6,1,medical,675,1,H,69.0,3,1, research scientist ,3,married,12145,0,unknown,20,4,4,0,0,3,3,2,0,2,2,2001,yes,675
923,no,travel rarely,991.0,6,3,unknown,686,3,M,71.0,3,1, laboratory technician ,4,unknown,17759,1,yes,13,0,3,1,0,2,3,3,0,0,2,1997,no,686
924,no,unknown,913.0,9,2,medical,699,2,H,48.0,2,2, manufacturing director ,2,unknown,13934,2,yes,11,3,3,1,13,2,3,3,0,0,2,1987,yes,699
925,no,unknown,1115.0,3,4,medical,0,1,H,54.0,2,1, research scientist ,4,single,15174,0,unknown,13,3,4,0,5,0,3,4,0,1,1,1996,yes,2158
926,no,travel rarely,885.0,4,3,unknown,705,1,H,58.0,4,1, research scientist ,1,unknown,8544,2,unknown,16,3,1,1,5,3,4,3,0,0,2,2000,no,705
927,no,unknown,810.0,8,3,life sciences,707,4,H,57.0,4,2, sales executive ,2,unknown,15678,0,no,22,4,3,1,4,4,3,3,0,1,2,1998,no,707
928,no,unknown,817.0,14,1,unknown,712,14,H,56.0,4,2, sales executive ,2,married,18597,3,unknown,12,3,4,0,0,3,3,2,0,2,2,1975,unknown,712
929,yes,travel rarely,693.0,3,2,life sciences,0,1,M,65.0,3,2, sales executive ,3,single,24785,9,no,14,3,1,0,0,3,3,2,0,2,0,1999,unknown,5227
930,no,travel rarely,1179.0,16,4,unknown,732,1,H,84.0,3,2, sales executive ,1,single,11924,8,no,14,3,4,0,10,1,3,2,0,2,2,1963,no,732
931,no,unknown,316.0,8,4,marketing,738,4,H,54.0,3,1, sales representative ,2,married,9983,7,no,15,3,4,1,4,2,3,2,0,2,2,1973,yes,738
932,no,non-travel,381.0,24,3,unknown,744,1,H,49.0,1,1, laboratory technician ,3,single,2104,2,unknown,14,3,3,0,9,5,3,5,0,1,4,1979,no,744
933,no,travel frequently,217.0,3,3,unknown,746,4,M,49.0,3,4, sales executive ,3,divorced,10225,9,yes,12,3,4,2,28,2,2,22,0,11,13,1976,unknown,746
934,yes,unknown,933.0,19,3,unknown,752,3,H,57.0,4,1, research scientist ,3,divorced,20366,6,unknown,12,3,4,0,0,2,3,2,0,2,2,1981,yes,752
935,no,travel frequently,775.0,15,3,life sciences,754,4,H,47.0,2,2, sales executive ,4,married,23683,3,unknown,18,0,3,1,7,5,3,2,0,2,2,1980,yes,754
936,no,unknown,804.0,2,1,unknown,0,4,M,86.0,2,1, research scientist ,4,single,22929,0,unknown,20,4,4,0,5,2,2,4,0,2,3,1983,no,3564
937,no,unknown,1090.0,10,3,unknown,0,4,H,83.0,3,1, sales representative ,2,unknown,17967,1,no,14,3,4,2,0,2,3,2,0,2,2,1994,no,17383
938,no,unknown,346.0,6,3,unknown,769,4,H,86.0,3,2, laboratory technician ,4,single,10919,2,unknown,17,3,4,0,19,4,3,2,0,2,2,1970,no,769
939,no,travel rarely,310.0,12,1,medical,0,1,H,79.0,4,1, research scientist ,3,single,19630,1,unknown,18,3,4,0,0,3,3,2,0,0,2,2000,no,3796
940,yes,unknown,725.0,2,3,medical,0,4,H,78.0,3,5, manager ,1,unknown,21199,5,yes,13,3,4,1,24,2,3,5,0,1,4,1968,no,8661
941,no,travel frequently,575.0,1,2,life sciences,792,1,M,71.0,1,1, laboratory technician ,4,unknown,5288,3,no,14,3,1,1,0,2,3,2,0,2,0,1997,yes,792
942,no,travel rarely,182.0,1,4,unknown,797,2,M,72.0,4,1, research scientist ,4,single,13551,2,no,16,3,3,0,0,2,3,4,0,1,3,1989,no,797
943,no,unknown,829.0,8,1,marketing,800,3,H,84.0,3,2, sales executive ,4,married,24008,0,unknown,19,3,2,1,5,3,3,4,0,1,1,1996,unknown,800
944,no,travel rarely,384.0,8,4,unknown,0,1,M,72.0,3,1, sales representative ,4,unknown,20317,1,no,16,3,2,1,3,1,2,3,0,0,2,1988,yes,2493
945,no,travel rarely,921.0,18,3,unknown,806,4,H,38.0,1,1, laboratory technician ,3,married,24375,3,no,21,0,3,2,7,2,3,2,0,0,2,1993,unknown,806
946,no,unknown,1111.0,8,2,unknown,0,3,M,93.0,3,2, sales executive ,1,unknown,13305,5,no,17,3,2,1,0,1,3,3,0,1,2,1989,yes,19768
947,no,travel rarely,1325.0,25,4,life sciences,813,25,M,82.0,3,2, laboratory technician ,3,unknown,21821,8,unknown,20,4,2,1,9,3,3,5,0,1,4,1971,unknown,813
948,yes,travel rarely,118.0,16,3,marketing,819,1,M,69.0,3,2, sales executive ,1,single,26507,5,unknown,15,3,3,0,0,3,3,3,0,0,2,1990,no,819
949,no,travel rarely,1258.0,20,4,unknown,0,20,M,40.0,4,1, research scientist ,3,single,13301,3,no,13,3,3,0,7,0,3,2,0,2,2,1988,no,16377
950,yes,unknown,890.0,2,4,unknown,0,3,H,66.0,3,1, research scientist ,3,single,16374,6,no,17,3,4,0,5,3,2,2,0,2,1,1995,yes,12871
951,no,travel rarely,1041.0,13,3,human resources,0,3,H,36.0,3,1, human resources ,2,married,25527,4,unknown,13,3,2,1,0,2,3,5,0,0,4,1987,yes,8426
952,no,travel frequently,702.0,16,4,unknown,838,3,M,100.0,2,1, research scientist ,4,single,8306,1,no,16,3,3,0,6,3,3,5,0,1,3,1989,yes,838
953,no,unknown,829.0,3,2,unknown,847,3,H,66.0,3,1, human resources ,4,unknown,2243,0,unknown,19,3,3,1,4,1,1,3,0,0,2,1989,no,847
954,no,travel rarely,625.0,4,3,unknown,852,4,H,50.0,3,2, healthcare representative ,2,single,5197,9,unknown,12,3,4,0,10,2,2,5,0,2,3,1979,unknown,852
955,no,unknown,797.0,13,4,life sciences,859,2,H,73.0,3,2, sales executive ,4,divorced,9250,2,unknown,11,3,3,1,8,3,2,5,0,0,3,1991,yes,859
956,no,unknown,661.0,7,2,unknown,0,1,M,78.0,2,3, sales executive ,4,married,20715,7,yes,18,3,4,1,35,3,3,5,0,0,4,1970,no,19868
957,no,unknown,797.0,1,2,life sciences,872,4,H,66.0,2,2, manufacturing director ,4,unknown,19146,6,unknown,22,4,1,2,4,2,1,2,0,2,2,2001,no,872
958,no,travel rarely,986.0,8,4,life sciences,874,1,H,62.0,4,1, laboratory technician ,4,unknown,5044,2,yes,24,4,3,1,10,2,2,3,0,0,2,1979,no,874
959,yes,travel frequently,797.0,25,4,life sciences,881,4,M,96.0,3,1, research scientist ,2,divorced,16612,1,unknown,19,3,1,1,10,3,2,10,0,7,8,1988,yes,881
960,no,unknown,583.0,4,1,unknown,885,3,H,87.0,2,2, sales executive ,1,unknown,18154,1,no,12,3,1,0,5,1,4,5,0,0,3,1998,no,885
961,no,travel rarely,1418.0,1,3,technical degree,0,3,M,36.0,3,1, research scientist ,1,unknown,10554,2,no,16,3,2,1,7,2,3,4,0,0,2,1974,no,9205
962,no,non-travel,1269.0,19,1,life sciences,888,1,H,66.0,2,1, laboratory technician ,4,unknown,10778,0,unknown,17,3,4,0,0,2,2,5,0,3,4,1999,no,888
963,no,travel rarely,395.0,9,3,marketing,893,2,H,98.0,2,1, sales representative ,2,unknown,12102,0,unknown,19,3,4,1,3,3,3,2,0,1,2,1985,yes,893
964,yes,travel rarely,341.0,1,3,medical,896,2,M,48.0,2,1, sales representative ,3,unknown,23522,6,yes,19,3,3,3,5,3,3,3,0,0,2,1994,no,896
965,no,travel frequently,797.0,1,3,life sciences,902,4,M,33.0,3,2, healthcare representative ,4,married,21782,4,unknown,13,3,2,1,12,2,2,5,0,2,2,1980,yes,902
966,no,travel rarely,821.0,5,4,medical,916,1,H,98.0,3,2, sales executive ,4,single,24252,1,unknown,14,3,2,0,4,3,3,4,0,0,2,1995,no,916
967,yes,travel rarely,500.0,2,3,unknown,922,3,M,49.0,2,1, sales representative ,3,single,22052,1,unknown,13,3,4,0,2,3,2,2,0,0,2,2003,yes,922
968,no,unknown,1454.0,2,4,life sciences,925,4,M,65.0,2,1, sales representative ,4,single,13137,1,yes,18,3,1,0,3,3,2,3,0,1,2,1976,yes,925
969,yes,travel rarely,617.0,3,1,life sciences,0,2,M,34.0,3,2, manufacturing director ,3,married,10022,0,yes,19,3,1,1,4,3,4,3,0,0,2,2001,yes,5165
970,no,unknown,995.0,9,3,medical,930,3,M,77.0,3,1, research scientist ,3,divorced,9834,5,no,18,3,2,1,6,2,3,2,0,2,2,1995,unknown,930
971,yes,unknown,1122.0,6,3,medical,0,4,H,70.0,3,1, laboratory technician ,1,married,4303,7,unknown,21,4,4,0,0,2,1,2,0,2,2,1984,unknown,16238
972,no,travel rarely,1198.0,1,4,unknown,939,3,H,100.0,2,1, research scientist ,1,single,3339,3,unknown,11,3,2,0,0,1,3,3,0,0,2,1990,no,939
973,no,travel rarely,188.0,7,4,other,0,2,H,65.0,3,1, research scientist ,4,single,23293,2,unknown,18,3,3,0,8,6,3,6,0,0,1,1987,yes,18545
974,no,travel rarely,1219.0,48,3,unknown,975,3,M,86.0,3,2, sales executive ,3,unknown,6179,1,unknown,16,3,2,0,5,3,3,5,0,1,0,1988,unknown,975
975,yes,unknown,335.0,9,2,medical,991,3,H,46.0,2,1, research scientist ,1,single,10322,0,yes,22,4,1,0,4,0,3,3,0,1,2,1992,no,991
976,no,travel rarely,461.0,13,1,life sciences,995,2,M,53.0,3,1, research scientist ,4,single,17241,3,unknown,18,3,1,0,5,4,3,3,0,0,2,1990,no,995
977,no,unknown,1134.0,24,4,unknown,1001,24,M,37.0,3,1, laboratory technician ,2,married,12086,9,no,14,3,2,1,4,2,3,2,0,2,2,1996,no,1001
978,yes,travel rarely,138.0,22,3,unknown,0,1,M,48.0,3,1, research scientist ,3,married,11539,4,unknown,11,3,2,0,0,2,0,5,0,0,1,1993,yes,681
979,no,unknown,1206.0,17,1,medical,0,4,M,41.0,2,2, manufacturing director ,3,divorced,24117,1,no,15,3,2,2,5,6,3,4,0,3,2,1999,no,463
