,Age,Attrition,Businesstravel,Dailyrate,Department,Distancefromhome,Education,Educationfield,Employeenumber,Environmentsatisfaction,Gender,Hourlyrate,Jobinvolvement,Joblevel,Jobrole,Jobsatisfaction,Maritalstatus,Monthlyincome,Monthlyrate,Numcompaniesworked,Overtime,Percentsalaryhike,Performancerating,Relationshipsatisfaction,Standardhours,Stockoptionlevel,Totalworkingyears,Trainingtimeslastyear,Worklifebalance,Yearsatcompany,Yearsincurrentrole,Yearssincelastpromotion,Yearswithcurrmanager,Datebirth,Remotework
819,44,No,,489.0,,23,3,,132.0,2.0,H,0.0,3.0,2.0, laboratory technician ,2.0,married,,25043,4,,12.0,3.0,3.0,,1.0,,3.0,4.0,3.0,,1,2,1979,yes
820,37,Yes,travel_rarely,807.0,,6,4,human resources,133.0,3.0,H,63.0,3.0,1.0, human resources ,1.0,divorced,,23648,4,,22.0,4.0,4.0,,0.0,,3.0,3.0,3.0,,0,2,1986,yes
821,59,No,non-travel,1420.0,,2,4,human resources,,3.0,M,32.0,2.0,5.0, manager ,4.0,,18844.0,21922,9,no,21.0,4.0,4.0,80.0,1.0,,3.0,3.0,3.0,,2,2,1964,no
822,25,No,,1280.0,,7,1,,143.0,4.0,H,0.0,2.0,1.0, research scientist ,4.0,married,,26897,1,no,11.0,3.0,3.0,,2.0,,2.0,,2.0,,2,1,1998,yes
823,43,No,,957.0,,26,3,medical,171.0,2.0,M,72.0,4.0,1.0, research scientist ,3.0,single,4739.0,16090,4,,12.0,3.0,4.0,,0.0,,2.0,3.0,3.0,,1,2,1980,yes
824,50,No,travel_frequently,809.0,,12,3,,,3.0,M,77.0,3.0,3.0, sales executive ,4.0,single,,6645,4,no,11.0,3.0,4.0,,0.0,16.0,3.0,,2.0,,2,1,1973,no
825,31,Yes,travel_rarely,542.0,,20,3,,175.0,2.0,M,71.0,1.0,2.0, sales executive ,3.0,,,24788,3,yes,11.0,3.0,3.0,,1.0,4.0,2.0,3.0,2.0,,2,2,1992,yes
826,36,No,,216.0, research & development ,6,2,medical,178.0,2.0,H,84.0,3.0,2.0, manufacturing director ,2.0,divorced,,2819,6,no,20.0,4.0,4.0,,2.0,7.0,0.0,3.0,3.0,,0,1,1987,no
827,51,Yes,travel_frequently,1150.0,,16,4,,179.0,1.0,H,53.0,1.0,3.0, manufacturing director ,4.0,,10650.0,25150,2,,15.0,3.0,4.0,,0.0,18.0,2.0,3.0,4.0,,0,3,1972,no
828,25,No,,, sales ,28,3,life sciences,,1.0,H,41.0,2.0,2.0, sales executive ,3.0,,,24835,2,,18.0,3.0,4.0,,0.0,,3.0,3.0,2.0,,2,2,1998,no
829,38,No,travel_rarely,364.0,,3,5,technical degree,193.0,4.0,M,32.0,3.0,2.0, research scientist ,3.0,,4317.0,2302,3,yes,20.0,4.0,2.0,,0.0,19.0,2.0,,3.0,,2,2,1985,no
830,30,No,travel_rarely,201.0, research & development ,5,3,technical degree,197.0,4.0,M,84.0,3.0,1.0, research scientist ,1.0,divorced,,10415,5,no,14.0,,4.0,,1.0,8.0,3.0,3.0,3.0,,2,2,1993,yes
831,22,No,,1256.0,,36,1,medical,,3.0,H,80.0,3.0,1.0, research scientist ,4.0,married,,11992,1,no,24.0,4.0,1.0,80.0,2.0,2.0,6.0,3.0,2.0,,2,2,2001,yes
832,27,No,non-travel,691.0, research & development ,9,3,medical,218.0,4.0,H,57.0,3.0,1.0, research scientist ,2.0,,2024.0,5970,6,,18.0,3.0,4.0,80.0,1.0,,1.0,1.0,2.0,,2,2,1996,yes
833,28,No,,440.0, research & development ,21,3,medical,221.0,3.0,H,42.0,3.0,1.0, research scientist ,4.0,married,,6672,1,no,11.0,3.0,3.0,,1.0,5.0,2.0,1.0,5.0,,0,2,1995,yes
834,27,No,,1157.0,,17,3,,233.0,3.0,H,51.0,3.0,1.0, research scientist ,2.0,,3058.0,13364,0,,16.0,3.0,4.0,,1.0,6.0,3.0,2.0,5.0,,1,1,1996,yes
835,56,No,travel_rarely,713.0,,8,3,life sciences,241.0,3.0,M,67.0,3.0,1.0, research scientist ,1.0,divorced,,13939,4,,18.0,3.0,3.0,80.0,1.0,,3.0,,2.0,,2,2,1967,yes
836,38,No,travel_rarely,,,9,2,,245.0,3.0,M,75.0,3.0,1.0, laboratory technician ,4.0,single,,6319,1,,12.0,,3.0,,0.0,,3.0,,2.0,,2,1,1985,yes
837,31,No,travel_rarely,140.0,,12,1,medical,246.0,3.0,M,95.0,3.0,1.0, research scientist ,4.0,,3929.0,6984,8,,23.0,4.0,3.0,80.0,1.0,7.0,0.0,3.0,4.0,,0,2,1992,yes
838,34,No,travel_rarely,629.0,,27,2,medical,247.0,4.0,M,95.0,3.0,1.0, research scientist ,2.0,,,5711,2,no,15.0,3.0,4.0,,0.0,9.0,3.0,3.0,3.0,,1,2,1989,yes
839,50,No,,328.0, research & development ,1,3,,249.0,3.0,H,86.0,2.0,1.0, laboratory technician ,3.0,,,3425,2,,15.0,3.0,4.0,,1.0,,2.0,2.0,3.0,,0,2,1973,no
840,53,No,,1084.0,,13,2,,250.0,4.0,M,0.0,4.0,2.0, manufacturing director ,1.0,divorced,,26250,1,no,11.0,3.0,3.0,,2.0,5.0,3.0,3.0,4.0,2.0,1,3,1970,no
841,35,No,travel_frequently,,,24,3,medical,269.0,2.0,M,37.0,3.0,2.0, laboratory technician ,2.0,single,4425.0,15986,5,,11.0,3.0,4.0,,0.0,,5.0,3.0,6.0,,1,2,1988,yes
842,27,No,travel_frequently,472.0,,1,1,,,3.0,H,60.0,2.0,2.0, manufacturing director ,1.0,married,,9679,5,,19.0,3.0,3.0,,1.0,,1.0,3.0,2.0,,2,0,1996,no
843,40,No,,905.0,,38,2,,,3.0,H,99.0,3.0,2.0, laboratory technician ,4.0,married,,16523,8,,15.0,3.0,3.0,,1.0,,2.0,4.0,7.0,,3,7,1983,yes
844,22,No,,1136.0,,22,3,life sciences,,2.0,H,60.0,4.0,1.0, research scientist ,2.0,,2328.0,12392,1,,16.0,3.0,1.0,,1.0,4.0,2.0,2.0,4.0,,2,2,2001,no
845,40,No,,1151.0,,10,5,life sciences,287.0,4.0,H,63.0,2.0,2.0, healthcare representative ,4.0,,,14242,9,no,14.0,3.0,4.0,80.0,1.0,5.0,5.0,1.0,3.0,,0,2,1983,yes
846,46,No,,644.0,,1,4,,288.0,4.0,H,0.0,3.0,3.0, healthcare representative ,1.0,,,12368,7,no,16.0,3.0,3.0,80.0,1.0,17.0,3.0,3.0,4.0,,0,3,1977,yes
847,30,Yes,,1005.0,,3,3,technical degree,297.0,4.0,M,88.0,3.0,1.0, research scientist ,1.0,,2657.0,8556,5,yes,11.0,3.0,3.0,,0.0,8.0,5.0,3.0,5.0,,0,4,1993,yes
848,29,Yes,,992.0,,1,3,,,3.0,H,85.0,3.0,1.0, research scientist ,3.0,single,,19757,0,,14.0,3.0,4.0,,0.0,,1.0,2.0,6.0,,1,5,1994,no
849,54,No,,1147.0,,3,3,,303.0,4.0,M,52.0,3.0,2.0, sales executive ,1.0,married,5940.0,17011,2,,14.0,3.0,4.0,,1.0,16.0,4.0,3.0,6.0,,0,5,1969,no
850,33,No,travel_rarely,147.0, research & development ,4,4,,305.0,3.0,M,47.0,2.0,1.0, research scientist ,2.0,married,2622.0,13248,6,,21.0,4.0,4.0,,0.0,,3.0,3.0,3.0,,1,1,1990,yes
851,52,No,travel_rarely,1323.0,,2,3,,316.0,3.0,M,89.0,2.0,1.0, laboratory technician ,4.0,single,3212.0,3300,7,,15.0,3.0,2.0,,0.0,,3.0,2.0,2.0,,2,2,1971,yes
852,59,No,travel_rarely,818.0, human resources ,6,2,medical,,2.0,H,0.0,3.0,1.0, human resources ,3.0,married,,25657,8,,17.0,3.0,4.0,,0.0,,2.0,2.0,2.0,,2,2,1964,no
853,32,Yes,,515.0,,1,3,,,4.0,H,62.0,2.0,1.0, laboratory technician ,3.0,single,,9571,0,,14.0,3.0,4.0,,0.0,4.0,2.0,1.0,3.0,,1,2,1991,yes
854,39,No,,1431.0,,24,4,medical,332.0,2.0,M,96.0,3.0,1.0, laboratory technician ,3.0,divorced,,15417,7,no,14.0,3.0,3.0,80.0,3.0,7.0,1.0,3.0,3.0,,1,2,1984,no
855,32,No,non-travel,976.0,,26,4,marketing,,3.0,H,100.0,3.0,2.0, sales executive ,4.0,,,12069,0,no,18.0,3.0,1.0,80.0,0.0,4.0,2.0,3.0,3.0,,2,2,1991,yes
856,31,No,,1327.0,,3,4,medical,337.0,2.0,H,73.0,3.0,3.0, research director ,3.0,divorced,,13523,9,no,12.0,3.0,1.0,,1.0,,3.0,3.0,2.0,,2,2,1992,yes
857,33,No,travel_rarely,832.0,,5,4,life sciences,338.0,3.0,M,63.0,2.0,1.0, research scientist ,4.0,married,2911.0,14776,1,,13.0,3.0,3.0,,1.0,2.0,2.0,2.0,2.0,,0,2,1990,yes
858,45,No,,1199.0,,23,4,life sciences,341.0,1.0,H,77.0,4.0,2.0, manufacturing director ,3.0,,,5118,4,,17.0,3.0,4.0,,1.0,9.0,1.0,3.0,3.0,,0,2,1978,yes
859,42,No,,916.0, research & development ,17,2,,347.0,4.0,M,82.0,4.0,2.0, research scientist ,1.0,single,,23016,3,yes,13.0,3.0,3.0,,0.0,,1.0,3.0,3.0,,0,2,1981,yes
860,29,No,,1247.0,,19,2,marketing,349.0,4.0,H,45.0,3.0,2.0, sales executive ,4.0,divorced,6931.0,10732,2,no,14.0,3.0,4.0,,1.0,,2.0,3.0,3.0,,0,2,1994,no
861,25,No,travel_rarely,685.0,,1,3,,350.0,1.0,M,62.0,3.0,2.0, manufacturing director ,3.0,married,,7505,0,no,12.0,3.0,4.0,,2.0,5.0,3.0,3.0,4.0,,1,2,1998,no
862,32,No,,128.0,,2,1,,362.0,4.0,H,84.0,2.0,2.0, laboratory technician ,1.0,,2176.0,19737,4,no,13.0,3.0,4.0,80.0,0.0,9.0,5.0,3.0,6.0,,0,4,1991,no
863,28,No,travel_rarely,1158.0,,9,3,,,4.0,H,94.0,3.0,1.0, research scientist ,4.0,married,,2613,1,no,23.0,4.0,4.0,,1.0,,3.0,,5.0,,0,4,1995,yes
864,21,No,travel_rarely,996.0,,3,2,,379.0,4.0,H,100.0,2.0,1.0, research scientist ,3.0,single,3230.0,10531,1,no,17.0,3.0,1.0,80.0,0.0,,4.0,4.0,3.0,,1,0,2002,no
865,37,No,non-travel,728.0,,1,4,medical,380.0,1.0,M,80.0,3.0,3.0, research director ,4.0,divorced,,11677,2,yes,18.0,3.0,1.0,,2.0,,2.0,3.0,5.0,,0,2,1986,no
866,38,No,travel_rarely,688.0,,23,4,life sciences,393.0,4.0,H,82.0,3.0,2.0, healthcare representative ,4.0,,,18899,9,,14.0,3.0,2.0,80.0,1.0,,2.0,3.0,2.0,,1,2,1985,no
867,26,Yes,travel_rarely,1449.0,,16,4,medical,394.0,1.0,H,45.0,3.0,1.0, laboratory technician ,2.0,divorced,,14180,2,yes,13.0,3.0,4.0,80.0,1.0,,2.0,3.0,3.0,,0,2,1997,no
868,49,No,,636.0,,10,4,life sciences,396.0,3.0,M,0.0,3.0,5.0, research director ,1.0,single,18665.0,25594,9,yes,11.0,3.0,4.0,,0.0,,4.0,3.0,3.0,,1,2,1974,yes
869,31,No,travel_frequently,444.0, sales ,5,3,,,4.0,M,84.0,3.0,1.0, sales representative ,2.0,divorced,2789.0,3909,1,,11.0,3.0,3.0,,1.0,2.0,5.0,2.0,2.0,,2,2,1992,yes
870,37,No,travel_frequently,889.0,,9,3,medical,403.0,2.0,H,53.0,3.0,1.0, research scientist ,4.0,married,,11411,1,,12.0,3.0,3.0,80.0,3.0,,3.0,2.0,4.0,,1,2,1986,no
871,31,No,travel_rarely,691.0, research & development ,11,4,,423.0,1.0,H,86.0,3.0,1.0, research scientist ,4.0,married,,10077,0,,12.0,3.0,3.0,,1.0,,4.0,3.0,5.0,,0,3,1992,yes
872,31,No,travel_rarely,106.0,,2,3,human resources,424.0,1.0,H,62.0,2.0,2.0, human resources ,1.0,,6410.0,17822,3,no,12.0,3.0,4.0,,0.0,,1.0,3.0,2.0,,1,0,1992,no
873,31,No,,, research & development ,2,4,,,3.0,H,32.0,3.0,1.0, research scientist ,4.0,,,7747,0,,18.0,3.0,2.0,,1.0,3.0,2.0,1.0,2.0,,2,2,1992,yes
874,52,Yes,,723.0,,17,4,medical,433.0,1.0,H,85.0,2.0,2.0, research scientist ,2.0,,4941.0,17747,2,no,15.0,,1.0,80.0,0.0,11.0,3.0,2.0,8.0,,7,7,1971,no
875,28,Yes,,1157.0,,2,4,medical,440.0,1.0,H,84.0,1.0,1.0, research scientist ,4.0,married,,24737,5,yes,13.0,3.0,4.0,,0.0,,4.0,2.0,3.0,,2,2,1995,yes
876,47,No,travel_rarely,1482.0,,5,5,,447.0,4.0,H,42.0,3.0,5.0, research director ,3.0,married,,16375,4,,11.0,3.0,2.0,80.0,1.0,21.0,2.0,3.0,3.0,,1,1,1976,no
877,29,No,,738.0,,9,5,other,455.0,2.0,H,30.0,2.0,1.0, laboratory technician ,4.0,,3983.0,7621,0,no,17.0,3.0,3.0,80.0,0.0,4.0,2.0,,3.0,,2,2,1994,yes
878,37,No,,1192.0,,5,2,medical,460.0,4.0,H,61.0,3.0,2.0, manufacturing director ,4.0,,6347.0,23177,7,no,16.0,3.0,3.0,,2.0,8.0,2.0,2.0,6.0,,0,4,1986,yes
879,23,No,,1309.0,,26,1,,465.0,3.0,H,83.0,3.0,1.0, research scientist ,4.0,,2904.0,16092,1,,12.0,3.0,3.0,,2.0,,2.0,2.0,4.0,,0,2,2000,no
880,42,No,travel_rarely,544.0, human resources ,2,1,,470.0,3.0,H,52.0,3.0,1.0, human resources ,3.0,divorced,2696.0,24017,0,yes,11.0,3.0,3.0,,1.0,4.0,5.0,3.0,3.0,,1,0,1981,no
881,30,No,,641.0, sales ,25,2,,475.0,4.0,M,85.0,3.0,2.0, sales executive ,3.0,,,6069,7,,12.0,3.0,2.0,,1.0,4.0,2.0,4.0,2.0,,2,2,1993,no
882,21,Yes,,756.0,,31,1,,478.0,1.0,M,99.0,2.0,1.0, sales representative ,2.0,single,2174.0,9150,1,,11.0,3.0,3.0,,0.0,3.0,3.0,3.0,3.0,,1,2,2002,yes
883,57,No,travel_rarely,593.0,,1,4,medical,482.0,4.0,H,88.0,3.0,2.0, healthcare representative ,3.0,,6755.0,2967,2,no,11.0,3.0,3.0,,0.0,,2.0,3.0,3.0,,1,2,1966,yes
884,21,No,,895.0,,9,2,,,1.0,H,39.0,3.0,1.0, sales representative ,4.0,single,,2851,1,,24.0,4.0,3.0,,0.0,3.0,3.0,2.0,3.0,2.0,2,2,2002,yes
885,31,No,travel_rarely,408.0,,9,4,life sciences,,3.0,H,42.0,2.0,1.0, research scientist ,2.0,,2657.0,7551,0,,16.0,3.0,4.0,,0.0,3.0,5.0,3.0,2.0,,2,2,1992,yes
886,29,No,,1283.0, research & development ,17,3,,495.0,1.0,H,54.0,3.0,1.0, research scientist ,4.0,,,18168,9,no,16.0,,4.0,,0.0,6.0,4.0,3.0,3.0,,1,2,1994,no
887,27,No,travel_rarely,1469.0,,1,2,,,4.0,H,82.0,3.0,1.0, laboratory technician ,2.0,,,17881,1,no,11.0,3.0,2.0,80.0,1.0,5.0,2.0,3.0,5.0,,0,4,1996,yes
888,49,No,travel_rarely,1261.0,,7,3,other,,2.0,H,31.0,2.0,3.0, healthcare representative ,3.0,single,10965.0,12066,8,no,24.0,4.0,3.0,,0.0,,2.0,3.0,5.0,,0,0,1974,yes
889,36,No,travel_rarely,329.0,,2,3,,501.0,4.0,M,96.0,3.0,1.0, research scientist ,3.0,married,2543.0,11868,4,no,13.0,3.0,2.0,,1.0,,3.0,3.0,2.0,,2,2,1987,yes
890,34,Yes,non-travel,1362.0,,19,3,marketing,502.0,1.0,H,67.0,4.0,2.0, sales executive ,4.0,,5304.0,4652,8,yes,13.0,3.0,2.0,,0.0,,3.0,2.0,5.0,,0,4,1989,yes
891,24,No,,1371.0,,10,4,marketing,507.0,4.0,M,77.0,3.0,2.0, sales executive ,3.0,divorced,,5915,1,yes,12.0,3.0,4.0,,1.0,,2.0,4.0,5.0,,0,3,1999,yes
892,42,No,,201.0,,1,4,,517.0,2.0,M,0.0,3.0,1.0, laboratory technician ,1.0,,,20490,3,no,16.0,3.0,2.0,80.0,1.0,8.0,5.0,3.0,5.0,,1,2,1981,yes
893,54,No,,821.0,,5,2,medical,522.0,1.0,H,86.0,3.0,5.0, research director ,1.0,married,19406.0,8509,4,,11.0,3.0,3.0,80.0,1.0,24.0,4.0,2.0,4.0,,1,2,1969,no
894,34,No,,1381.0,,4,4,,523.0,3.0,M,72.0,3.0,2.0, sales executive ,3.0,married,6538.0,12740,9,no,15.0,3.0,1.0,,1.0,,3.0,3.0,3.0,,1,2,1989,yes
895,43,No,,313.0,,21,3,,525.0,4.0,H,61.0,3.0,1.0, laboratory technician ,4.0,,2258.0,15238,7,,20.0,4.0,1.0,80.0,1.0,,1.0,3.0,3.0,,1,2,1980,yes
896,43,No,travel_rarely,1473.0,,8,4,other,526.0,3.0,M,74.0,3.0,2.0, healthcare representative ,3.0,,,2227,4,yes,14.0,3.0,4.0,,0.0,,3.0,3.0,5.0,,0,2,1980,yes
897,31,No,travel_rarely,329.0,,1,2,,530.0,4.0,H,98.0,2.0,1.0, laboratory technician ,1.0,married,2218.0,16193,1,no,12.0,3.0,3.0,80.0,1.0,4.0,3.0,,4.0,,3,2,1992,no
898,25,Yes,travel_rarely,688.0,,3,3,medical,,1.0,H,91.0,3.0,1.0, laboratory technician ,1.0,married,,9396,5,no,13.0,3.0,3.0,80.0,1.0,6.0,5.0,,2.0,,0,2,1998,yes
899,45,No,,192.0,,10,2,life sciences,544.0,1.0,H,69.0,3.0,1.0, research scientist ,4.0,married,2654.0,9655,3,no,21.0,,4.0,,2.0,8.0,3.0,2.0,2.0,,0,2,1978,yes
900,52,No,travel_rarely,1490.0,,4,2,life sciences,,4.0,M,0.0,3.0,4.0, manager ,4.0,married,,10310,2,no,13.0,3.0,4.0,,0.0,31.0,2.0,1.0,5.0,,1,4,1971,no
901,34,Yes,travel_frequently,296.0,,6,2,,555.0,4.0,M,33.0,1.0,1.0, sales representative ,3.0,,,12253,0,no,16.0,3.0,4.0,,1.0,3.0,3.0,2.0,2.0,,1,0,1989,yes
902,26,No,travel_rarely,1349.0,,23,3,life sciences,,1.0,M,90.0,3.0,1.0, research scientist ,4.0,divorced,,3032,1,no,22.0,4.0,2.0,,2.0,,3.0,1.0,3.0,,0,2,1997,yes
903,29,No,,986.0,,3,4,,564.0,2.0,H,93.0,2.0,3.0, research director ,3.0,,11935.0,21526,1,no,18.0,3.0,3.0,,0.0,,2.0,3.0,10.0,,0,7,1994,yes
904,29,Yes,,408.0,,25,5,technical degree,,3.0,M,71.0,2.0,1.0, research scientist ,2.0,married,2546.0,18300,5,no,16.0,3.0,2.0,,0.0,6.0,2.0,4.0,2.0,,1,1,1994,no
905,46,No,,1009.0,,2,3,life sciences,,1.0,H,51.0,3.0,4.0, research director ,3.0,married,17861.0,2288,6,no,13.0,3.0,3.0,80.0,0.0,,2.0,1.0,3.0,,0,1,1977,no
906,46,No,,1125.0,,10,3,marketing,580.0,3.0,M,94.0,2.0,3.0, sales executive ,4.0,,,11563,2,,19.0,3.0,3.0,80.0,1.0,15.0,3.0,3.0,3.0,,1,2,1977,no
907,30,No,travel_rarely,413.0, sales ,7,1,marketing,585.0,4.0,H,57.0,3.0,1.0, sales representative ,2.0,single,,18398,0,,14.0,3.0,1.0,80.0,0.0,,3.0,3.0,3.0,,1,2,1993,yes
908,34,Yes,travel_frequently,988.0, human resources ,23,3,,,2.0,M,43.0,3.0,3.0, human resources ,1.0,divorced,,11533,9,yes,15.0,3.0,3.0,,3.0,,2.0,3.0,3.0,,0,2,1989,no
909,42,No,,1474.0,,5,2,other,591.0,2.0,H,97.0,3.0,1.0, laboratory technician ,3.0,married,,9260,4,no,17.0,3.0,4.0,,1.0,,4.0,,2.0,,2,0,1981,yes
910,22,Yes,,1368.0, research & development ,25,1,technical degree,593.0,3.0,H,99.0,2.0,1.0, laboratory technician ,3.0,single,3894.0,9129,5,no,16.0,3.0,3.0,,0.0,4.0,3.0,3.0,2.0,,1,2,2001,yes
911,29,No,travel_rarely,232.0,,19,3,technical degree,611.0,4.0,H,34.0,3.0,2.0, manufacturing director ,4.0,divorced,4262.0,22645,4,no,12.0,3.0,2.0,,2.0,8.0,2.0,4.0,3.0,2.0,1,2,1994,yes
912,46,No,travel_frequently,1034.0, research & development ,18,1,medical,624.0,1.0,M,86.0,3.0,3.0, healthcare representative ,3.0,married,10527.0,8984,5,no,11.0,3.0,4.0,,0.0,,3.0,2.0,2.0,,1,2,1977,yes
913,32,Yes,,1474.0, sales ,11,4,other,631.0,4.0,H,0.0,4.0,2.0, sales executive ,3.0,,,23914,8,,12.0,3.0,4.0,80.0,0.0,,2.0,3.0,4.0,,1,2,1991,yes
914,24,No,,,,24,3,medical,632.0,4.0,H,38.0,3.0,1.0, sales representative ,4.0,,2400.0,5530,0,no,13.0,3.0,3.0,,2.0,3.0,3.0,3.0,2.0,,2,1,1999,no
915,35,No,travel_rarely,538.0,,25,2,,652.0,1.0,H,54.0,2.0,2.0, laboratory technician ,4.0,single,3681.0,14004,4,no,14.0,3.0,4.0,,0.0,,3.0,3.0,3.0,,0,2,1988,no
916,42,No,,622.0,,2,4,life sciences,659.0,3.0,M,81.0,3.0,2.0, healthcare representative ,4.0,married,,5718,1,no,13.0,3.0,2.0,,2.0,10.0,4.0,3.0,10.0,,2,2,1981,yes
917,48,No,travel_rarely,1236.0,,1,4,,664.0,4.0,M,40.0,2.0,4.0, manager ,1.0,married,,17997,7,no,11.0,3.0,1.0,,1.0,21.0,3.0,1.0,3.0,,0,2,1975,yes
918,44,No,travel_rarely,1112.0,,1,4,,665.0,1.0,M,50.0,2.0,2.0, human resources ,3.0,,,26894,4,no,11.0,,2.0,,0.0,10.0,1.0,4.0,2.0,2.0,0,2,1979,yes
919,34,No,,204.0, sales ,14,3,,666.0,3.0,M,31.0,3.0,1.0, sales representative ,3.0,,,2912,1,yes,18.0,3.0,4.0,,2.0,8.0,3.0,3.0,8.0,,0,6,1989,yes
920,21,No,,1343.0,,22,1,technical degree,,3.0,H,49.0,3.0,1.0, sales representative ,3.0,,3447.0,24444,1,,11.0,,3.0,,0.0,,2.0,3.0,3.0,,1,2,2002,yes
921,44,No,travel_rarely,1315.0,,3,4,,671.0,4.0,H,35.0,3.0,5.0, manager ,4.0,,19513.0,9358,4,,12.0,3.0,1.0,,1.0,26.0,2.0,4.0,2.0,,0,1,1979,yes
922,22,No,travel_rarely,,,6,1,medical,675.0,1.0,H,69.0,3.0,1.0, research scientist ,3.0,married,,12145,0,,20.0,4.0,4.0,80.0,0.0,,3.0,3.0,2.0,,2,2,2001,yes
923,26,No,travel_rarely,991.0,,6,3,,686.0,3.0,M,71.0,3.0,1.0, laboratory technician ,4.0,,2659.0,17759,1,yes,13.0,,3.0,,1.0,,2.0,3.0,3.0,,0,2,1997,no
924,36,No,,913.0,,9,2,medical,699.0,2.0,H,48.0,2.0,2.0, manufacturing director ,2.0,,8847.0,13934,2,yes,11.0,3.0,3.0,,1.0,13.0,2.0,3.0,3.0,,0,2,1987,yes
925,27,No,,1115.0,,3,4,medical,,1.0,H,54.0,2.0,1.0, research scientist ,4.0,single,2045.0,15174,0,,13.0,3.0,4.0,,0.0,5.0,0.0,3.0,4.0,,1,1,1996,yes
926,23,No,travel_rarely,885.0,,4,3,,705.0,1.0,H,58.0,4.0,1.0, research scientist ,1.0,,,8544,2,,16.0,3.0,1.0,,1.0,5.0,3.0,4.0,3.0,,0,2,2000,no
927,25,No,,810.0,,8,3,life sciences,707.0,4.0,H,57.0,4.0,2.0, sales executive ,2.0,,4851.0,15678,0,no,22.0,4.0,3.0,,1.0,4.0,4.0,3.0,3.0,,1,2,1998,no
928,48,No,,817.0,,14,1,,712.0,1.0,H,56.0,4.0,2.0, sales executive ,2.0,married,8120.0,18597,3,,12.0,3.0,4.0,,0.0,,3.0,3.0,2.0,,2,2,1975,yes
929,24,Yes,travel_rarely,693.0,,3,2,life sciences,,1.0,M,65.0,3.0,2.0, sales executive ,3.0,single,4577.0,24785,9,no,14.0,3.0,1.0,,0.0,,3.0,3.0,2.0,,2,0,1999,yes
930,60,No,travel_rarely,1179.0,,16,4,,732.0,1.0,H,84.0,3.0,2.0, sales executive ,1.0,single,5405.0,11924,8,no,14.0,3.0,4.0,80.0,0.0,10.0,1.0,3.0,2.0,,2,2,1963,no
931,50,No,,316.0,,8,4,marketing,738.0,4.0,H,54.0,3.0,1.0, sales representative ,2.0,married,,9983,7,no,15.0,3.0,4.0,,1.0,4.0,2.0,3.0,2.0,,2,2,1973,yes
932,44,No,non-travel,381.0,,24,3,,744.0,1.0,H,49.0,1.0,1.0, laboratory technician ,3.0,single,3708.0,2104,2,,14.0,3.0,3.0,,0.0,9.0,5.0,3.0,5.0,,1,4,1979,no
933,47,No,travel_frequently,217.0,,3,3,,746.0,4.0,M,49.0,3.0,4.0, sales executive ,3.0,divorced,13770.0,10225,9,yes,12.0,3.0,4.0,,2.0,28.0,2.0,2.0,22.0,,11,13,1976,yes
934,42,Yes,,933.0,,19,3,,752.0,3.0,H,57.0,4.0,1.0, research scientist ,3.0,divorced,,20366,6,,12.0,3.0,4.0,,0.0,,2.0,3.0,2.0,,2,2,1981,yes
935,43,No,travel_frequently,775.0,,15,3,life sciences,754.0,4.0,H,47.0,2.0,2.0, sales executive ,4.0,married,,23683,3,,18.0,,3.0,,1.0,7.0,5.0,3.0,2.0,,2,2,1980,yes
936,40,No,,804.0,,2,1,,,4.0,M,86.0,2.0,1.0, research scientist ,4.0,single,,22929,0,,20.0,4.0,4.0,,0.0,5.0,2.0,2.0,4.0,,2,3,1983,no
937,29,No,,1090.0, sales ,10,3,,,4.0,H,83.0,3.0,1.0, sales representative ,2.0,,2297.0,17967,1,no,14.0,3.0,4.0,80.0,2.0,,2.0,3.0,2.0,,2,2,1994,no
938,53,No,,346.0,,6,3,,769.0,4.0,H,86.0,3.0,2.0, laboratory technician ,4.0,single,2450.0,10919,2,,17.0,3.0,4.0,,0.0,19.0,4.0,3.0,2.0,,2,2,1970,no
939,23,No,travel_rarely,310.0, research & development ,12,1,medical,,1.0,H,79.0,4.0,1.0, research scientist ,3.0,single,,19630,1,,18.0,3.0,4.0,80.0,0.0,,3.0,3.0,2.0,,0,2,2000,no
940,55,Yes,,725.0,,2,3,medical,,4.0,H,78.0,3.0,5.0, manager ,1.0,,,21199,5,yes,13.0,3.0,4.0,,1.0,24.0,2.0,3.0,5.0,,1,4,1968,no
941,26,No,travel_frequently,575.0,,1,2,life sciences,792.0,1.0,M,71.0,1.0,1.0, laboratory technician ,4.0,,,5288,3,no,14.0,3.0,1.0,80.0,1.0,,2.0,3.0,2.0,,2,0,1997,yes
942,34,No,travel_rarely,182.0,,1,4,,797.0,2.0,M,72.0,4.0,1.0, research scientist ,4.0,single,,13551,2,no,16.0,3.0,3.0,80.0,0.0,,2.0,3.0,4.0,,1,3,1989,no
943,27,No,,829.0,,8,1,marketing,800.0,3.0,H,84.0,3.0,2.0, sales executive ,4.0,married,4342.0,24008,0,,19.0,3.0,2.0,,1.0,5.0,3.0,3.0,4.0,,1,1,1996,yes
944,35,No,travel_rarely,384.0,,8,4,,,1.0,M,72.0,3.0,1.0, sales representative ,4.0,,2572.0,20317,1,no,16.0,3.0,2.0,,1.0,3.0,1.0,2.0,3.0,,0,2,1988,yes
