,Age,Attrition,Businesstravel,Dailyrate,Distancefromhome,Education,Educationfield,Employeenumber,Environmentsatisfaction,Gender,Hourlyrate,Jobinvolvement,Joblevel,Jobrole,Jobsatisfaction,Maritalstatus,Monthlyrate,Numcompaniesworked,Overtime,Percentsalaryhike,Performancerating,Relationshipsatisfaction,Stockoptionlevel,Trainingtimeslastyear,Worklifebalance,Yearsatcompany,Yearssincelastpromotion,Yearswithcurrmanager,Datebirth,Remotework,Employee_id
773,37,Yes,travel_rarely,370.0,10,4,unknown,,4.0,H,58.0,3.0,2.0, manufacturing director ,1.0,single,4992,1,no,15.0,3.0,2.0,0.0,4.0,3.0,10.0,0,8,1986,yes,8347
774,40,No,travel_rarely,1194.0,1,3,unknown,1822.0,3.0,M,52.0,3.0,2.0, healthcare representative ,4.0,unknown,9060,4,no,17.0,3.0,4.0,1.0,3.0,3.0,5.0,0,3,1983,yes,1822
775,26,No,travel_rarely,572.0,10,3,unknown,,3.0,H,46.0,3.0,2.0, sales executive ,4.0,unknown,9125,1,no,13.0,3.0,1.0,0.0,4.0,3.0,5.0,1,2,1997,no,6737
776,42,No,travel_rarely,355.0,10,4,technical degree,1854.0,3.0,H,38.0,3.0,1.0, research scientist ,3.0,married,6161,3,no,22.0,4.0,2.0,2.0,1.0,2.0,6.0,3,3,1981,no,1854
777,34,No,travel_rarely,1480.0,4,3,unknown,1882.0,3.0,H,64.0,3.0,3.0, sales executive ,4.0,married,24444,2,yes,13.0,3.0,4.0,3.0,3.0,3.0,5.0,1,0,1989,yes,1882
778,37,No,travel_rarely,783.0,7,4,medical,1885.0,4.0,H,78.0,3.0,2.0, research scientist ,1.0,unknown,13588,5,no,22.0,4.0,3.0,1.0,2.0,3.0,5.0,0,4,1986,yes,1885
779,27,No,travel_rarely,1354.0,2,4,technical degree,1931.0,2.0,H,41.0,3.0,1.0, research scientist ,2.0,unknown,6073,1,no,11.0,3.0,3.0,1.0,3.0,2.0,5.0,1,2,1996,no,1931
780,35,No,travel_rarely,682.0,18,4,unknown,1945.0,2.0,H,71.0,3.0,2.0, sales executive ,1.0,unknown,15975,0,no,16.0,3.0,4.0,1.0,2.0,1.0,5.0,0,4,1988,yes,1945
781,28,No,non-travel,1103.0,16,3,medical,1947.0,3.0,H,49.0,3.0,1.0, research scientist ,3.0,single,2122,1,no,14.0,3.0,3.0,0.0,3.0,2.0,5.0,1,4,1995,yes,1947
782,29,No,travel_rarely,136.0,1,3,life sciences,1954.0,1.0,H,89.0,3.0,2.0, healthcare representative ,1.0,married,6225,0,no,12.0,3.0,1.0,1.0,5.0,2.0,5.0,0,2,1994,no,1954
783,54,No,travel_rarely,155.0,9,2,unknown,1969.0,1.0,M,67.0,3.0,2.0, research scientist ,3.0,married,22474,3,no,11.0,3.0,3.0,2.0,6.0,2.0,4.0,2,3,1969,no,1969
784,24,No,travel_rarely,771.0,41,2,life sciences,1981.0,4.0,H,45.0,2.0,2.0, healthcare representative ,3.0,single,14120,1,no,12.0,3.0,2.0,0.0,2.0,2.0,4.0,1,2,1999,yes,1981
785,38,No,travel_frequently,508.0,6,4,unknown,1997.0,1.0,H,72.0,2.0,2.0, manufacturing director ,3.0,married,14284,2,no,11.0,3.0,4.0,1.0,1.0,3.0,8.0,7,7,1985,no,1997
786,42,No,travel_rarely,557.0,18,4,unknown,1998.0,4.0,H,35.0,3.0,2.0, research scientist ,1.0,unknown,11189,6,no,17.0,3.0,3.0,1.0,3.0,2.0,4.0,1,2,1981,yes,1998
787,41,No,travel_rarely,642.0,1,3,life sciences,1999.0,4.0,H,76.0,3.0,1.0, research scientist ,4.0,unknown,21412,3,no,22.0,3.0,1.0,1.0,3.0,3.0,5.0,1,0,1982,yes,1999
788,25,No,travel_rarely,1382.0,8,2,unknown,2018.0,1.0,M,85.0,3.0,2.0, sales executive ,3.0,unknown,13684,0,yes,22.0,4.0,2.0,1.0,3.0,2.0,5.0,0,4,1998,yes,2018
789,44,No,travel_rarely,1037.0,1,3,medical,,2.0,H,42.0,3.0,1.0, research scientist ,4.0,single,13422,6,yes,12.0,3.0,3.0,0.0,2.0,3.0,4.0,1,2,1979,yes,8823
790,50,Yes,travel_rarely,878.0,1,4,unknown,2044.0,2.0,H,94.0,3.0,2.0, sales executive ,3.0,unknown,14255,7,no,12.0,3.0,4.0,2.0,3.0,3.0,6.0,0,1,1973,yes,2044
791,36,No,travel_rarely,1120.0,11,4,marketing,,2.0,M,100.0,2.0,2.0, sales executive ,4.0,married,14369,4,no,13.0,3.0,1.0,1.0,2.0,2.0,6.0,0,0,1987,no,9324
792,45,No,travel_rarely,374.0,20,3,unknown,2046.0,4.0,M,50.0,3.0,2.0, sales executive ,3.0,unknown,23333,8,no,15.0,3.0,3.0,0.0,3.0,3.0,5.0,0,1,1978,yes,2046
793,40,No,travel_rarely,1194.0,2,4,unknown,,3.0,M,98.0,3.0,1.0, research scientist ,3.0,married,12549,2,no,14.0,3.0,2.0,3.0,2.0,3.0,5.0,0,2,1983,yes,6780
794,35,No,travel_rarely,287.0,1,4,unknown,2052.0,3.0,M,62.0,1.0,1.0, research scientist ,4.0,married,8952,1,no,12.0,3.0,4.0,1.0,5.0,3.0,4.0,1,1,1988,yes,2052
795,29,No,travel_rarely,804.0,13,2,other,2053.0,4.0,H,46.0,2.0,2.0, laboratory technician ,2.0,unknown,23679,4,no,13.0,3.0,1.0,1.0,2.0,3.0,4.0,0,3,1994,no,2053
796,34,No,travel_rarely,804.0,8,3,unknown,2068.0,2.0,H,82.0,4.0,2.0, laboratory technician ,3.0,unknown,10228,2,no,12.0,3.0,1.0,0.0,3.0,4.0,4.0,1,2,1989,yes,2068
797,27,No,travel_rarely,591.0,2,1,unknown,7.0,1.0,H,40.0,3.0,1.0, laboratory technician ,2.0,married,16632,9,no,12.0,3.0,4.0,1.0,3.0,3.0,2.0,2,2,1996,no,7
798,31,No,travel_rarely,670.0,26,1,unknown,16.0,1.0,H,0.0,3.0,1.0, research scientist ,3.0,divorced,15170,1,no,17.0,3.0,4.0,1.0,1.0,2.0,5.0,4,3,1992,yes,16
799,34,No,travel_rarely,1346.0,38,2,unknown,18.0,2.0,H,93.0,3.0,1.0, laboratory technician ,4.0,divorced,8758,0,no,11.0,3.0,3.0,1.0,2.0,3.0,2.0,1,2,1989,yes,18
800,28,Yes,travel_rarely,103.0,24,3,life sciences,19.0,3.0,H,50.0,2.0,1.0, laboratory technician ,3.0,single,12947,5,yes,14.0,3.0,2.0,0.0,4.0,3.0,4.0,0,3,1995,yes,19
801,32,No,travel_rarely,334.0,5,2,unknown,21.0,1.0,H,80.0,4.0,1.0, research scientist ,2.0,divorced,15053,0,yes,12.0,3.0,4.0,2.0,5.0,2.0,6.0,0,5,1991,yes,21
802,38,No,travel_rarely,371.0,2,3,life sciences,24.0,4.0,H,45.0,3.0,1.0, research scientist ,4.0,single,4306,5,yes,11.0,3.0,3.0,0.0,3.0,3.0,3.0,1,2,1985,yes,24
803,24,No,travel_rarely,673.0,11,2,unknown,26.0,1.0,M,96.0,4.0,2.0, manufacturing director ,3.0,unknown,8232,0,no,18.0,3.0,4.0,1.0,5.0,2.0,4.0,1,3,1999,yes,26
804,34,Yes,travel_rarely,699.0,6,1,unknown,31.0,2.0,H,83.0,3.0,1.0, research scientist ,1.0,single,17102,2,no,11.0,3.0,3.0,0.0,2.0,3.0,4.0,1,3,1989,yes,31
805,32,Yes,travel_frequently,804.0,16,1,unknown,33.0,2.0,M,72.0,1.0,1.0, research scientist ,1.0,unknown,4681,1,no,22.0,3.0,2.0,0.0,5.0,3.0,10.0,6,7,1991,no,33
806,46,No,travel_rarely,705.0,2,4,marketing,38.0,2.0,M,83.0,3.0,5.0, manager ,1.0,single,22822,3,no,12.0,3.0,4.0,0.0,2.0,2.0,2.0,2,1,1977,no,38
807,44,No,travel_rarely,1459.0,10,4,other,40.0,4.0,H,41.0,3.0,2.0, healthcare representative ,4.0,married,19121,2,no,13.0,3.0,4.0,0.0,5.0,4.0,4.0,1,3,1979,no,40
808,50,Yes,travel_rarely,804.0,3,2,unknown,47.0,1.0,H,86.0,2.0,1.0, sales representative ,3.0,married,3810,1,no,14.0,3.0,3.0,0.0,2.0,3.0,3.0,0,2,1973,yes,47
809,35,No,travel_rarely,890.0,2,3,marketing,49.0,4.0,M,97.0,3.0,1.0, sales representative ,4.0,married,9687,1,no,13.0,3.0,1.0,0.0,3.0,3.0,2.0,2,2,1988,yes,49
810,28,Yes,travel_rarely,1434.0,5,4,unknown,65.0,3.0,H,50.0,3.0,1.0, laboratory technician ,3.0,single,11179,1,yes,13.0,3.0,3.0,0.0,3.0,2.0,2.0,2,2,1995,yes,65
811,26,No,travel_rarely,1443.0,22,3,unknown,72.0,2.0,M,47.0,2.0,2.0, sales executive ,4.0,married,21436,7,yes,19.0,3.0,3.0,1.0,2.0,2.0,2.0,0,0,1997,no,72
812,35,No,travel_rarely,1142.0,31,4,unknown,,3.0,M,30.0,3.0,1.0, laboratory technician ,1.0,unknown,16002,3,yes,15.0,3.0,3.0,1.0,3.0,3.0,2.0,2,2,1988,no,17239
813,35,No,travel_rarely,664.0,31,3,medical,88.0,2.0,H,79.0,3.0,1.0, research scientist ,1.0,married,5868,4,no,13.0,3.0,4.0,1.0,2.0,2.0,3.0,1,2,1988,yes,88
814,37,No,travel_rarely,397.0,20,4,medical,102.0,1.0,H,30.0,3.0,3.0, research director ,3.0,unknown,25258,4,no,13.0,3.0,1.0,0.0,3.0,4.0,5.0,0,2,1986,yes,102
815,46,No,travel_rarely,804.0,38,2,medical,103.0,3.0,H,80.0,3.0,2.0, human resources ,2.0,divorced,10425,8,yes,22.0,4.0,4.0,1.0,2.0,3.0,4.0,0,2,1977,yes,103
816,34,No,travel_rarely,1153.0,1,2,medical,110.0,1.0,H,94.0,3.0,2.0, manufacturing director ,2.0,married,17736,1,no,15.0,3.0,3.0,0.0,2.0,3.0,5.0,1,3,1989,yes,110
817,51,No,travel_rarely,432.0,9,4,unknown,116.0,4.0,H,96.0,3.0,1.0, laboratory technician ,4.0,unknown,18725,3,no,23.0,4.0,2.0,2.0,4.0,3.0,4.0,0,3,1972,yes,116
818,24,No,travel_rarely,1353.0,3,2,other,128.0,1.0,M,33.0,3.0,2.0, sales executive ,3.0,married,17519,0,no,21.0,4.0,1.0,1.0,2.0,2.0,3.0,0,2,1999,yes,128
819,44,No,travel_rarely,489.0,23,3,unknown,132.0,2.0,H,0.0,3.0,2.0, laboratory technician ,2.0,married,25043,4,no,12.0,3.0,3.0,1.0,3.0,4.0,3.0,1,2,1979,yes,132
820,37,Yes,travel_rarely,807.0,6,4,human resources,133.0,3.0,H,63.0,3.0,1.0, human resources ,1.0,divorced,23648,4,no,22.0,4.0,4.0,0.0,3.0,3.0,3.0,0,2,1986,yes,133
821,59,No,non-travel,1420.0,2,4,human resources,,3.0,M,32.0,2.0,5.0, manager ,4.0,unknown,21922,9,no,21.0,4.0,4.0,1.0,3.0,3.0,3.0,2,2,1964,no,2203
822,25,No,travel_rarely,1280.0,7,1,unknown,143.0,4.0,H,0.0,2.0,1.0, research scientist ,4.0,married,26897,1,no,11.0,3.0,3.0,2.0,2.0,3.0,2.0,2,1,1998,yes,143
823,43,No,travel_rarely,957.0,26,3,medical,171.0,2.0,M,72.0,4.0,1.0, research scientist ,3.0,single,16090,4,no,12.0,3.0,4.0,0.0,2.0,3.0,3.0,1,2,1980,yes,171
824,50,No,travel_frequently,809.0,12,3,unknown,,3.0,M,77.0,3.0,3.0, sales executive ,4.0,single,6645,4,no,11.0,3.0,4.0,0.0,3.0,3.0,2.0,2,1,1973,no,7637
825,31,Yes,travel_rarely,542.0,20,3,unknown,175.0,2.0,M,71.0,1.0,2.0, sales executive ,3.0,unknown,24788,3,yes,11.0,3.0,3.0,1.0,2.0,3.0,2.0,2,2,1992,yes,175
826,36,No,travel_rarely,216.0,6,2,medical,178.0,2.0,H,84.0,3.0,2.0, manufacturing director ,2.0,divorced,2819,6,no,20.0,4.0,4.0,2.0,0.0,3.0,3.0,0,1,1987,no,178
827,51,Yes,travel_frequently,1150.0,16,4,unknown,179.0,1.0,H,53.0,1.0,3.0, manufacturing director ,4.0,unknown,25150,2,no,15.0,3.0,4.0,0.0,2.0,3.0,4.0,0,3,1972,no,179
828,25,No,travel_rarely,804.0,28,3,life sciences,,1.0,H,41.0,2.0,2.0, sales executive ,3.0,unknown,24835,2,no,18.0,3.0,4.0,0.0,3.0,3.0,2.0,2,2,1998,no,18283
829,38,No,travel_rarely,364.0,3,5,technical degree,193.0,4.0,M,32.0,3.0,2.0, research scientist ,3.0,unknown,2302,3,yes,20.0,4.0,2.0,0.0,2.0,3.0,3.0,2,2,1985,no,193
830,30,No,travel_rarely,201.0,5,3,technical degree,197.0,4.0,M,84.0,3.0,1.0, research scientist ,1.0,divorced,10415,5,no,14.0,3.0,4.0,1.0,3.0,3.0,3.0,2,2,1993,yes,197
831,22,No,travel_rarely,1256.0,36,1,medical,,3.0,H,80.0,3.0,1.0, research scientist ,4.0,married,11992,1,no,24.0,4.0,1.0,2.0,6.0,3.0,2.0,2,2,2001,yes,17969
832,27,No,non-travel,691.0,9,3,medical,218.0,4.0,H,57.0,3.0,1.0, research scientist ,2.0,unknown,5970,6,no,18.0,3.0,4.0,1.0,1.0,1.0,2.0,2,2,1996,yes,218
833,28,No,travel_rarely,440.0,21,3,medical,221.0,3.0,H,42.0,3.0,1.0, research scientist ,4.0,married,6672,1,no,11.0,3.0,3.0,1.0,2.0,1.0,5.0,0,2,1995,yes,221
834,27,No,travel_rarely,1157.0,17,3,unknown,233.0,3.0,H,51.0,3.0,1.0, research scientist ,2.0,unknown,13364,0,no,16.0,3.0,4.0,1.0,3.0,2.0,5.0,1,1,1996,yes,233
835,56,No,travel_rarely,713.0,8,3,life sciences,241.0,3.0,M,67.0,3.0,1.0, research scientist ,1.0,divorced,13939,4,no,18.0,3.0,3.0,1.0,3.0,3.0,2.0,2,2,1967,yes,241
836,38,No,travel_rarely,804.0,9,2,unknown,245.0,3.0,M,75.0,3.0,1.0, laboratory technician ,4.0,single,6319,1,no,12.0,3.0,3.0,0.0,3.0,3.0,2.0,2,1,1985,yes,245
837,31,No,travel_rarely,140.0,12,1,medical,246.0,3.0,M,95.0,3.0,1.0, research scientist ,4.0,unknown,6984,8,no,23.0,4.0,3.0,1.0,0.0,3.0,4.0,0,2,1992,yes,246
838,34,No,travel_rarely,629.0,27,2,medical,247.0,4.0,M,95.0,3.0,1.0, research scientist ,2.0,unknown,5711,2,no,15.0,3.0,4.0,0.0,3.0,3.0,3.0,1,2,1989,yes,247
839,50,No,travel_rarely,328.0,1,3,unknown,249.0,3.0,H,86.0,2.0,1.0, laboratory technician ,3.0,unknown,3425,2,no,15.0,3.0,4.0,1.0,2.0,2.0,3.0,0,2,1973,no,249
840,53,No,travel_rarely,1084.0,13,2,unknown,250.0,4.0,M,0.0,4.0,2.0, manufacturing director ,1.0,divorced,26250,1,no,11.0,3.0,3.0,2.0,3.0,3.0,4.0,1,3,1970,no,250
841,35,No,travel_frequently,804.0,24,3,medical,269.0,2.0,M,37.0,3.0,2.0, laboratory technician ,2.0,single,15986,5,no,11.0,3.0,4.0,0.0,5.0,3.0,6.0,1,2,1988,yes,269
842,27,No,travel_frequently,472.0,1,1,unknown,,3.0,H,60.0,2.0,2.0, manufacturing director ,1.0,married,9679,5,no,19.0,3.0,3.0,1.0,1.0,3.0,2.0,2,0,1996,no,15935
843,40,No,travel_rarely,905.0,38,2,unknown,,3.0,H,99.0,3.0,2.0, laboratory technician ,4.0,married,16523,8,no,15.0,3.0,3.0,1.0,2.0,4.0,7.0,3,7,1983,yes,7883
844,22,No,travel_rarely,1136.0,22,3,life sciences,,2.0,H,60.0,4.0,1.0, research scientist ,2.0,unknown,12392,1,no,16.0,3.0,1.0,1.0,2.0,2.0,4.0,2,2,2001,no,2919
845,40,No,travel_rarely,1151.0,10,5,life sciences,287.0,4.0,H,63.0,2.0,2.0, healthcare representative ,4.0,unknown,14242,9,no,14.0,3.0,4.0,1.0,5.0,1.0,3.0,0,2,1983,yes,287
846,46,No,travel_rarely,644.0,1,4,unknown,288.0,4.0,H,0.0,3.0,3.0, healthcare representative ,1.0,unknown,12368,7,no,16.0,3.0,3.0,1.0,3.0,3.0,4.0,0,3,1977,yes,288
847,30,Yes,travel_rarely,1005.0,3,3,technical degree,297.0,4.0,M,88.0,3.0,1.0, research scientist ,1.0,unknown,8556,5,yes,11.0,3.0,3.0,0.0,5.0,3.0,5.0,0,4,1993,yes,297
848,29,Yes,travel_rarely,992.0,1,3,unknown,,3.0,H,85.0,3.0,1.0, research scientist ,3.0,single,19757,0,no,14.0,3.0,4.0,0.0,1.0,2.0,6.0,1,5,1994,no,18940
849,54,No,travel_rarely,1147.0,3,3,unknown,303.0,4.0,M,52.0,3.0,2.0, sales executive ,1.0,married,17011,2,no,14.0,3.0,4.0,1.0,4.0,3.0,6.0,0,5,1969,no,303
850,33,No,travel_rarely,147.0,4,4,unknown,305.0,3.0,M,47.0,2.0,1.0, research scientist ,2.0,married,13248,6,no,21.0,4.0,4.0,0.0,3.0,3.0,3.0,1,1,1990,yes,305
851,52,No,travel_rarely,1323.0,2,3,unknown,316.0,3.0,M,89.0,2.0,1.0, laboratory technician ,4.0,single,3300,7,no,15.0,3.0,2.0,0.0,3.0,2.0,2.0,2,2,1971,yes,316
852,59,No,travel_rarely,818.0,6,2,medical,,2.0,H,0.0,3.0,1.0, human resources ,3.0,married,25657,8,no,17.0,3.0,4.0,0.0,2.0,2.0,2.0,2,2,1964,no,10519
853,32,Yes,travel_rarely,515.0,1,3,unknown,,4.0,H,62.0,2.0,1.0, laboratory technician ,3.0,single,9571,0,no,14.0,3.0,4.0,0.0,2.0,1.0,3.0,1,2,1991,yes,2944
854,39,No,travel_rarely,1431.0,24,4,medical,332.0,2.0,M,96.0,3.0,1.0, laboratory technician ,3.0,divorced,15417,7,no,14.0,3.0,3.0,3.0,1.0,3.0,3.0,1,2,1984,no,332
855,32,No,non-travel,976.0,26,4,marketing,,3.0,H,100.0,3.0,2.0, sales executive ,4.0,unknown,12069,0,no,18.0,3.0,1.0,0.0,2.0,3.0,3.0,2,2,1991,yes,4366
856,31,No,travel_rarely,1327.0,3,4,medical,337.0,2.0,H,73.0,3.0,3.0, research director ,3.0,divorced,13523,9,no,12.0,3.0,1.0,1.0,3.0,3.0,2.0,2,2,1992,yes,337
857,33,No,travel_rarely,832.0,5,4,life sciences,338.0,3.0,M,63.0,2.0,1.0, research scientist ,4.0,married,14776,1,no,13.0,3.0,3.0,1.0,2.0,2.0,2.0,0,2,1990,yes,338
858,45,No,travel_rarely,1199.0,23,4,life sciences,341.0,1.0,H,77.0,4.0,2.0, manufacturing director ,3.0,unknown,5118,4,no,17.0,3.0,4.0,1.0,1.0,3.0,3.0,0,2,1978,yes,341
859,42,No,travel_rarely,916.0,17,2,unknown,347.0,4.0,M,82.0,4.0,2.0, research scientist ,1.0,single,23016,3,yes,13.0,3.0,3.0,0.0,1.0,3.0,3.0,0,2,1981,yes,347
860,29,No,travel_rarely,1247.0,19,2,marketing,349.0,4.0,H,45.0,3.0,2.0, sales executive ,4.0,divorced,10732,2,no,14.0,3.0,4.0,1.0,2.0,3.0,3.0,0,2,1994,no,349
861,25,No,travel_rarely,685.0,1,3,unknown,350.0,1.0,M,62.0,3.0,2.0, manufacturing director ,3.0,married,7505,0,no,12.0,3.0,4.0,2.0,3.0,3.0,4.0,1,2,1998,no,350
862,32,No,travel_rarely,128.0,2,1,unknown,362.0,4.0,H,84.0,2.0,2.0, laboratory technician ,1.0,unknown,19737,4,no,13.0,3.0,4.0,0.0,5.0,3.0,6.0,0,4,1991,no,362
863,28,No,travel_rarely,1158.0,9,3,unknown,,4.0,H,94.0,3.0,1.0, research scientist ,4.0,married,2613,1,no,23.0,4.0,4.0,1.0,3.0,3.0,5.0,0,4,1995,yes,14951
864,21,No,travel_rarely,996.0,3,2,unknown,379.0,4.0,H,100.0,2.0,1.0, research scientist ,3.0,single,10531,1,no,17.0,3.0,1.0,0.0,4.0,4.0,3.0,1,0,2002,no,379
865,37,No,non-travel,728.0,1,4,medical,380.0,1.0,M,80.0,3.0,3.0, research director ,4.0,divorced,11677,2,yes,18.0,3.0,1.0,2.0,2.0,3.0,5.0,0,2,1986,no,380
866,38,No,travel_rarely,688.0,23,4,life sciences,393.0,4.0,H,82.0,3.0,2.0, healthcare representative ,4.0,unknown,18899,9,no,14.0,3.0,2.0,1.0,2.0,3.0,2.0,1,2,1985,no,393
867,26,Yes,travel_rarely,1449.0,16,4,medical,394.0,1.0,H,45.0,3.0,1.0, laboratory technician ,2.0,divorced,14180,2,yes,13.0,3.0,4.0,1.0,2.0,3.0,3.0,0,2,1997,no,394
868,49,No,travel_rarely,636.0,10,4,life sciences,396.0,3.0,M,0.0,3.0,5.0, research director ,1.0,single,25594,9,yes,11.0,3.0,4.0,0.0,4.0,3.0,3.0,1,2,1974,yes,396
869,31,No,travel_frequently,444.0,5,3,unknown,,4.0,M,84.0,3.0,1.0, sales representative ,2.0,divorced,3909,1,no,11.0,3.0,3.0,1.0,5.0,2.0,2.0,2,2,1992,yes,4471
870,37,No,travel_frequently,889.0,9,3,medical,403.0,2.0,H,53.0,3.0,1.0, research scientist ,4.0,married,11411,1,no,12.0,3.0,3.0,3.0,3.0,2.0,4.0,1,2,1986,no,403
871,31,No,travel_rarely,691.0,11,4,unknown,423.0,1.0,H,86.0,3.0,1.0, research scientist ,4.0,married,10077,0,no,12.0,3.0,3.0,1.0,4.0,3.0,5.0,0,3,1992,yes,423
872,31,No,travel_rarely,106.0,2,3,human resources,424.0,1.0,H,62.0,2.0,2.0, human resources ,1.0,unknown,17822,3,no,12.0,3.0,4.0,0.0,1.0,3.0,2.0,1,0,1992,no,424
873,31,No,travel_rarely,804.0,2,4,unknown,,3.0,H,32.0,3.0,1.0, research scientist ,4.0,unknown,7747,0,no,18.0,3.0,2.0,1.0,2.0,1.0,2.0,2,2,1992,yes,14877
874,52,Yes,travel_rarely,723.0,17,4,medical,433.0,1.0,H,85.0,2.0,2.0, research scientist ,2.0,unknown,17747,2,no,15.0,3.0,1.0,0.0,3.0,2.0,8.0,7,7,1971,no,433
875,28,Yes,travel_rarely,1157.0,2,4,medical,440.0,1.0,H,84.0,1.0,1.0, research scientist ,4.0,married,24737,5,yes,13.0,3.0,4.0,0.0,4.0,2.0,3.0,2,2,1995,yes,440
876,47,No,travel_rarely,1482.0,5,5,unknown,447.0,4.0,H,42.0,3.0,5.0, research director ,3.0,married,16375,4,no,11.0,3.0,2.0,1.0,2.0,3.0,3.0,1,1,1976,no,447
877,29,No,travel_rarely,738.0,9,5,other,455.0,2.0,H,30.0,2.0,1.0, laboratory technician ,4.0,unknown,7621,0,no,17.0,3.0,3.0,0.0,2.0,3.0,3.0,2,2,1994,yes,455
878,37,No,travel_rarely,1192.0,5,2,medical,460.0,4.0,H,61.0,3.0,2.0, manufacturing director ,4.0,unknown,23177,7,no,16.0,3.0,3.0,2.0,2.0,2.0,6.0,0,4,1986,yes,460
879,23,No,travel_rarely,1309.0,26,1,unknown,465.0,3.0,H,83.0,3.0,1.0, research scientist ,4.0,unknown,16092,1,no,12.0,3.0,3.0,2.0,2.0,2.0,4.0,0,2,2000,no,465
880,42,No,travel_rarely,544.0,2,1,unknown,470.0,3.0,H,52.0,3.0,1.0, human resources ,3.0,divorced,24017,0,yes,11.0,3.0,3.0,1.0,5.0,3.0,3.0,1,0,1981,no,470
881,30,No,travel_rarely,641.0,25,2,unknown,475.0,4.0,M,85.0,3.0,2.0, sales executive ,3.0,unknown,6069,7,no,12.0,3.0,2.0,1.0,2.0,4.0,2.0,2,2,1993,no,475
882,21,Yes,travel_rarely,756.0,31,1,unknown,478.0,1.0,M,99.0,2.0,1.0, sales representative ,2.0,single,9150,1,no,11.0,3.0,3.0,0.0,3.0,3.0,3.0,1,2,2002,yes,478
883,57,No,travel_rarely,593.0,1,4,medical,482.0,4.0,H,88.0,3.0,2.0, healthcare representative ,3.0,unknown,2967,2,no,11.0,3.0,3.0,0.0,2.0,3.0,3.0,1,2,1966,yes,482
884,21,No,travel_rarely,895.0,9,2,unknown,,1.0,H,39.0,3.0,1.0, sales representative ,4.0,single,2851,1,no,24.0,4.0,3.0,0.0,3.0,2.0,3.0,2,2,2002,yes,2340
885,31,No,travel_rarely,408.0,9,4,life sciences,,3.0,H,42.0,2.0,1.0, research scientist ,2.0,unknown,7551,0,no,16.0,3.0,4.0,0.0,5.0,3.0,2.0,2,2,1992,yes,16725
886,29,No,travel_rarely,1283.0,17,3,unknown,495.0,1.0,H,54.0,3.0,1.0, research scientist ,4.0,unknown,18168,9,no,16.0,3.0,4.0,0.0,4.0,3.0,3.0,1,2,1994,no,495
887,27,No,travel_rarely,1469.0,1,2,unknown,,4.0,H,82.0,3.0,1.0, laboratory technician ,2.0,unknown,17881,1,no,11.0,3.0,2.0,1.0,2.0,3.0,5.0,0,4,1996,yes,15375
888,49,No,travel_rarely,1261.0,7,3,other,,2.0,H,31.0,2.0,3.0, healthcare representative ,3.0,single,12066,8,no,24.0,4.0,3.0,0.0,2.0,3.0,5.0,0,0,1974,yes,18394
889,36,No,travel_rarely,329.0,2,3,unknown,501.0,4.0,M,96.0,3.0,1.0, research scientist ,3.0,married,11868,4,no,13.0,3.0,2.0,1.0,3.0,3.0,2.0,2,2,1987,yes,501
890,34,Yes,non-travel,1362.0,19,3,marketing,502.0,1.0,H,67.0,4.0,2.0, sales executive ,4.0,unknown,4652,8,yes,13.0,3.0,2.0,0.0,3.0,2.0,5.0,0,4,1989,yes,502
891,24,No,travel_rarely,1371.0,10,4,marketing,507.0,4.0,M,77.0,3.0,2.0, sales executive ,3.0,divorced,5915,1,yes,12.0,3.0,4.0,1.0,2.0,4.0,5.0,0,3,1999,yes,507
892,42,No,travel_rarely,201.0,1,4,unknown,517.0,2.0,M,0.0,3.0,1.0, laboratory technician ,1.0,unknown,20490,3,no,16.0,3.0,2.0,1.0,5.0,3.0,5.0,1,2,1981,yes,517
893,54,No,travel_rarely,821.0,5,2,medical,522.0,1.0,H,86.0,3.0,5.0, research director ,1.0,married,8509,4,no,11.0,3.0,3.0,1.0,4.0,2.0,4.0,1,2,1969,no,522
894,34,No,travel_rarely,1381.0,4,4,unknown,523.0,3.0,M,72.0,3.0,2.0, sales executive ,3.0,married,12740,9,no,15.0,3.0,1.0,1.0,3.0,3.0,3.0,1,2,1989,yes,523
895,43,No,travel_rarely,313.0,21,3,unknown,525.0,4.0,H,61.0,3.0,1.0, laboratory technician ,4.0,unknown,15238,7,no,20.0,4.0,1.0,1.0,1.0,3.0,3.0,1,2,1980,yes,525
896,43,No,travel_rarely,1473.0,8,4,other,526.0,3.0,M,74.0,3.0,2.0, healthcare representative ,3.0,unknown,2227,4,yes,14.0,3.0,4.0,0.0,3.0,3.0,5.0,0,2,1980,yes,526
897,31,No,travel_rarely,329.0,1,2,unknown,530.0,4.0,H,98.0,2.0,1.0, laboratory technician ,1.0,married,16193,1,no,12.0,3.0,3.0,1.0,3.0,3.0,4.0,3,2,1992,no,530
898,25,Yes,travel_rarely,688.0,3,3,medical,,1.0,H,91.0,3.0,1.0, laboratory technician ,1.0,married,9396,5,no,13.0,3.0,3.0,1.0,5.0,3.0,2.0,0,2,1998,yes,15740
899,45,No,travel_rarely,192.0,10,2,life sciences,544.0,1.0,H,69.0,3.0,1.0, research scientist ,4.0,married,9655,3,no,21.0,3.0,4.0,2.0,3.0,2.0,2.0,0,2,1978,yes,544
